epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
54,ACH-000097,-56.98622512817383,-62.497718811035156,4.971093654632568,0.5404000282287598,True,-8.81332015991211,0.21875,-9.191631995884556,0.7630559206008911,-10.0,-4.5751800537109375,-5.209274768829346,-4.010997295379639,0.0
55,ACH-000111,-108.71338653564453,-113.99576568603516,4.704930305480957,0.5774517059326172,True,-8.778421401977539,0.21875,-9.150310936493854,1.2633442878723145,-10.0,-4.4156389236450195,-5.524831771850586,-3.3922841548919678,0.0
56,ACH-000117,-116.39893341064453,-121.2741470336914,4.318369388580322,0.5568420886993408,True,-9.212989807128906,0.140625,-9.156578823557359,1.2111698389053345,-10.0,-4.403480052947998,-4.787934303283691,-4.011735916137695,0.0
57,ACH-000147,-158.08950805664062,-163.59323120117188,4.997238636016846,0.5064899325370789,True,-9.310352325439453,0.125,-9.171956173745567,1.6354854106903076,-10.0,-4.482818603515625,-5.181596279144287,-3.810662031173706,0.0
58,ACH-000148,-111.46905517578125,-116.80670928955078,4.79201078414917,0.5456452369689941,True,-8.890329360961914,0.203125,-9.143793492467202,1.254868507385254,-10.0,-4.53700590133667,-4.982544422149658,-4.097472667694092,0.0
59,ACH-000196,-126.0883560180664,-131.27581787109375,4.618171215057373,0.5692894458770752,True,-9.16324234008789,0.140625,-9.14573837722927,1.317930817604065,-10.0,-4.04972505569458,-4.752608776092529,-3.554776668548584,0.0
60,ACH-000212,-126.92402648925781,-132.02590942382812,4.529887676239014,0.5719939470291138,True,-8.957632064819336,0.1875,-9.126927745988276,1.351576805114746,-10.0,-4.4407057762146,-5.147705078125,-4.014840602874756,0.0
61,ACH-000223,-123.07893371582031,-128.15127563476562,4.504382610321045,0.5679553747177124,True,-9.238329887390137,0.140625,-9.138067960128462,1.2829926013946533,-10.0,-4.583680152893066,-5.000360488891602,-3.8532676696777344,0.0
62,ACH-000248,-107.02123260498047,-112.11199188232422,4.518363952636719,0.5723921656608582,True,-9.283149719238281,0.125,-9.152576136039443,1.118053674697876,-10.0,-4.265195369720459,-4.540421009063721,-4.0892157554626465,0.0
63,ACH-000258,-98.733154296875,-103.91897583007812,4.614617824554443,0.57120680809021,True,-8.776443481445312,0.203125,-9.11496287058003,1.1168088912963867,-10.0,-3.9763381481170654,-5.150267601013184,-3.020577907562256,0.0
64,ACH-000276,-124.68607330322266,-129.713134765625,4.457180976867676,0.5698816776275635,True,-9.157037734985352,0.15625,-9.119170357020563,1.277094841003418,-10.0,-4.605039119720459,-5.157947540283203,-3.9338200092315674,0.0
