epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,mean_reward_penalized,lambda_div,batch_uniqueness,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
11,ACH-000248,-274.8332824707031,-281.1412658691406,5.745544910430908,0.5624324083328247,True,-4.897079944610596,-4.918954849243164,0.1,0.6363636363636364,0.171875,-3.3877400851893915,1.3120534420013428,-5.0,-4.401191711425781,-5.0888872146606445,-4.067816257476807,0.09090909361839294
12,ACH-000258,-246.0144500732422,-252.20199584960938,5.6188225746154785,0.5687169432640076,True,-4.79995059967041,-4.803075790405273,0.1,0.875,0.125,-3.5292736557109796,1.3250623941421509,-5.0,-3.399603843688965,-4.365471839904785,-1.5138243436813354,0.0
13,ACH-000276,-304.49884033203125,-310.7246398925781,5.651741981506348,0.5740663409233093,True,-4.956472396850586,-4.956472396850586,0.1,1.0,0.078125,-3.67199352982494,1.7987972497940063,-5.0,-4.44285249710083,-4.872293949127197,-3.840078592300415,0.0
14,ACH-000277,-276.74554443359375,-282.9456481933594,5.658243656158447,0.5418695211410522,True,-4.90824031829834,-4.90824031829834,0.1,1.0,0.09375,-3.79561820867228,1.7931585311889648,-5.0,-4.0212297439575195,-4.527434349060059,-3.4257683753967285,0.0
15,ACH-000288,-220.2796630859375,-226.60818481445312,5.7668256759643555,0.5616909265518188,True,-4.954571723937988,-4.96394681930542,0.1,0.75,0.125,-3.912451069735594,1.5834964513778687,-5.0,-4.636574745178223,-5.205519199371338,-4.234431743621826,0.125
16,ACH-000330,-194.21206665039062,-200.3995361328125,5.605288028717041,0.5821890830993652,True,-4.953788757324219,-4.953788757324219,0.1,1.0,0.078125,-4.016584838494456,1.569887399673462,-5.0,-4.408497333526611,-5.123687744140625,-3.3732705116271973,0.20000000298023224
17,ACH-000349,-194.99484252929688,-200.97076416015625,5.4139533042907715,0.5619691610336304,True,-4.973954200744629,-4.973954200744629,0.1,1.0,0.0625,-4.112321774719473,1.6969616413116455,-5.0,-4.58326530456543,-4.8955078125,-4.24191427230835,0.0
18,ACH-000352,-180.2620086669922,-186.44888305664062,5.620811939239502,0.5660579800605774,True,-4.854866981506348,-4.857992172241211,0.1,0.8888888888888888,0.140625,-4.186888814471647,1.7547798156738281,-5.0,-3.967944622039795,-4.301857948303223,-3.515923023223877,0.0
19,ACH-000374,-137.58665466308594,-143.74020385742188,5.58220911026001,0.5713379979133606,True,-4.987274169921875,-4.987274169921875,0.1,1.0,0.0625,-4.26692735001667,1.4920415878295898,-5.0,-4.796387672424316,-5.074897289276123,-4.541036128997803,0.25
20,ACH-000536,-155.80776977539062,-161.99729919433594,5.634877681732178,0.5546534657478333,True,-4.971923351287842,-4.971923351287842,0.1,1.0,0.078125,-4.337426950143787,1.8691480159759521,-5.0,-4.64061975479126,-5.152101993560791,-4.124195575714111,0.4000000059604645
21,ACH-000554,-108.14755249023438,-114.04903411865234,5.335830211639404,0.5656513571739197,True,-4.95626974105835,-4.9687700271606445,0.1,0.7,0.15625,-4.400561257845474,1.4414477348327637,-5.0,-4.720126152038574,-5.022261142730713,-4.535921096801758,0.10000000149011612
22,ACH-000568,-116.07383728027344,-122.26571655273438,5.635403156280518,0.5564773082733154,True,-4.9511871337890625,-4.954311847686768,0.1,0.75,0.0625,-4.455936316829603,1.6974531412124634,-5.0,-4.218991756439209,-4.320643424987793,-3.9859957695007324,0.0
23,ACH-000573,-92.32428741455078,-98.33946228027344,5.4673309326171875,0.5478429794311523,True,-4.93269157409668,-4.935815811157227,0.1,0.8333333333333334,0.09375,-4.5039242662623655,1.5292091369628906,-5.0,-4.282038688659668,-4.559538841247559,-3.8515007495880127,0.0
24,ACH-000621,-90.27887725830078,-96.01123809814453,5.170871734619141,0.5614873170852661,True,-4.93528938293457,-4.93528938293457,0.1,1.0,0.140625,-4.547060777929586,1.6365892887115479,-5.0,-4.539835453033447,-5.209857940673828,-3.9938273429870605,0.2222222238779068
25,ACH-000624,-73.00152587890625,-78.9197998046875,5.367675304412842,0.5505964756011963,True,-4.877788066864014,-4.880913257598877,0.1,0.875,0.125,-4.5804460258965145,1.4786356687545776,-5.0,-4.022304534912109,-4.526785373687744,-3.278561592102051,0.0
26,ACH-000643,-44.912635803222656,-50.47781753540039,5.004203796386719,0.5609769821166992,True,-4.923213005065918,-4.926337718963623,0.1,0.875,0.125,-4.615035195203226,1.0224106311798096,-5.0,-4.385702610015869,-5.040208339691162,-3.3833086490631104,0.25
27,ACH-000668,-70.87975311279297,-76.88727569580078,5.426535129547119,0.5809881687164307,True,-4.979029178619385,-4.98215389251709,0.1,0.8,0.078125,-4.651747064934613,1.6898696422576904,-5.0,-4.731570720672607,-5.066215515136719,-4.203090190887451,0.20000000298023224
28,ACH-000691,-50.1270751953125,-55.88970947265625,5.1949782371521,0.5676581263542175,True,-4.9261474609375,-4.929272651672363,0.1,0.8,0.078125,-4.679499623608388,1.3697043657302856,-5.0,-4.054687023162842,-4.153421401977539,-3.817580223083496,0.0
29,ACH-000699,-47.31309127807617,-53.424774169921875,5.513345241546631,0.5983364582061768,True,-4.963696479797363,-4.963696479797363,0.1,1.0,0.125,-4.707919309227285,1.4000244140625,-5.0,-4.709568977355957,-5.346988677978516,-3.8509023189544678,0.125
30,ACH-000711,-43.05449676513672,-48.643646240234375,4.9885783195495605,0.6005719304084778,True,-4.942193031311035,-4.942193031311035,0.1,1.0,0.078125,-4.73134668143566,1.4037928581237793,-5.0,-4.26007080078125,-4.957945823669434,-3.6024491786956787,0.0
31,ACH-000725,-38.661251068115234,-44.29604721069336,5.086071014404297,0.5487260818481445,True,-4.9537153244018555,-4.9537153244018555,0.1,1.0,0.09375,-4.75358354573228,1.3952003717422485,-5.0,-4.506295204162598,-5.031373023986816,-4.0864081382751465,0.1666666716337204
32,ACH-000755,-37.715641021728516,-43.4775276184082,5.18963623046875,0.5722512006759644,True,-4.912293434143066,-4.91541862487793,0.1,0.8888888888888888,0.140625,-4.769767053646845,1.4853427410125732,-5.0,-4.3763108253479,-4.925708770751953,-3.4206900596618652,0.0
33,ACH-000759,-39.87485885620117,-45.54317092895508,5.101716995239258,0.566595733165741,True,-4.963016033172607,-4.9661407470703125,0.1,0.8,0.078125,-4.7894044229891914,1.6500685214996338,-5.0,-4.5266032218933105,-4.638066291809082,-4.32257080078125,0.0
34,ACH-000768,-31.54489517211914,-37.39946365356445,5.286870002746582,0.5676993131637573,True,-4.938744068145752,-4.948119163513184,0.1,0.8,0.15625,-4.805275897041591,1.4940838813781738,-5.0,-4.607961177825928,-5.209752559661865,-3.9630181789398193,0.10000000149011612
35,ACH-000783,-33.89756393432617,-39.333438873291016,4.869374752044678,0.5664992928504944,True,-4.946559429168701,-4.946559429168701,0.1,1.0,0.078125,-4.819404250254302,1.7105950117111206,-5.0,-4.3159613609313965,-4.6284356117248535,-3.9896562099456787,0.0
36,ACH-000818,-36.171024322509766,-42.25486373901367,5.490847587585449,0.5929914712905884,True,-4.882930755615234,-4.8860554695129395,0.1,0.75,0.0625,-4.826069372180166,1.9794790744781494,-5.0,-3.1268911361694336,-3.242713689804077,-2.9899470806121826,0.0
37,ACH-000828,-30.086883544921875,-35.717918395996094,5.059412002563477,0.5716231465339661,True,-4.892828464508057,-4.895953178405762,0.1,0.75,0.0625,-4.833057752802725,1.7592216730117798,-5.0,-3.285254716873169,-3.5176877975463867,-2.9765937328338623,0.0
38,ACH-000849,-21.538040161132812,-26.84267234802246,4.76358699798584,0.5410455465316772,True,-4.923409461975098,-4.923409461975098,0.1,1.0,0.109375,-4.842092923719962,1.3620198965072632,-5.0,-4.299742698669434,-4.740655422210693,-3.888751268386841,0.0
39,ACH-000856,-17.439062118530273,-22.791826248168945,4.767431259155273,0.5853328704833984,True,-4.879217147827148,-4.879217147827148,0.1,1.0,0.140625,-4.845805346130681,1.2296817302703857,-5.0,-4.1411004066467285,-5.143690586090088,-3.4514617919921875,0.1111111119389534
40,ACH-000857,-18.340545654296875,-23.796619415283203,4.86279821395874,0.5932745933532715,True,-4.8845744132995605,-4.8845744132995605,0.1,1.0,0.15625,-4.849682252847569,1.32880699634552,-5.0,-4.261277198791504,-4.763634204864502,-3.819258213043213,0.0
41,ACH-000859,-15.101566314697266,-20.599369049072266,4.915898323059082,0.5819045901298523,True,-4.904107093811035,-4.904107093811035,0.1,1.0,0.171875,-4.855124736943916,1.189573049545288,-5.0,-4.442078590393066,-4.995373725891113,-3.981842517852783,0.0
42,ACH-000876,-22.62103271484375,-27.80196762084961,4.600899696350098,0.5800344944000244,True,-4.950839042663574,-4.9539642333984375,0.1,0.875,0.125,-4.865008686589368,1.627027988433838,-5.0,-4.606715202331543,-4.903553009033203,-3.9418320655822754,0.0
43,ACH-000902,-14.774332046508789,-19.86631202697754,4.508598327636719,0.5833820700645447,True,-4.896411418914795,-4.896411418914795,0.1,1.0,0.140625,-4.868148959821911,1.271669626235962,-5.0,-4.263368606567383,-4.849865913391113,-3.758920669555664,0.0
44,ACH-000910,-14.142389297485352,-19.248149871826172,4.512927532196045,0.5928330421447754,True,-4.8747053146362305,-4.887205123901367,0.1,0.7692307692307693,0.203125,-4.870054576229856,1.261831521987915,-5.0,-4.383163928985596,-4.89912748336792,-3.8629016876220703,0.0
45,ACH-000927,-19.494123458862305,-25.05672264099121,4.94625997543335,0.6163393259048462,True,-4.893828392028809,-4.893828392028809,0.1,1.0,0.109375,-4.872431957809751,1.6628466844558716,-5.0,-4.029290676116943,-4.6535491943359375,-2.5491206645965576,0.0
46,ACH-000930,-10.172021865844727,-15.25650405883789,4.477211952209473,0.6072698831558228,True,-4.893671035766602,-4.896796226501465,0.1,0.9166666666666666,0.1875,-4.874868384678923,1.0258281230926514,-5.0,-4.432912826538086,-5.062946796417236,-3.3796792030334473,0.0833333358168602
47,ACH-000934,-10.815925598144531,-15.953240394592285,4.550751686096191,0.5865635871887207,True,-4.916518688201904,-4.919643878936768,0.1,0.875,0.125,-4.879345934104707,1.0926694869995117,-5.0,-4.332150459289551,-4.910057544708252,-3.8958423137664795,0.0
48,ACH-001390,-24.882854461669922,-31.550413131713867,6.008657455444336,0.6589018702507019,True,-5.0,-5.0,0.1,0.0,0.0,-4.891411340694237,2.1846628189086914,-5.0,nan,nan,nan,nan
49,ACH-001819,-12.787324905395508,-17.824262619018555,4.451608180999756,0.5853290557861328,True,-4.912769317626953,-4.912769317626953,0.1,1.0,0.109375,-4.893547138387509,1.3931626081466675,-5.0,-4.202459812164307,-4.519611358642578,-3.7747035026550293,0.0
50,ACH-001820,-10.860864639282227,-15.741146087646484,4.29601526260376,0.5842657685279846,True,-4.932127475738525,-4.932127475738525,0.1,1.0,0.109375,-4.897405172122611,1.271507740020752,-5.0,-4.379448890686035,-5.007518291473389,-2.74953031539917,0.1428571492433548
51,ACH-000017,-11.2413330078125,-15.925211906433105,4.121980667114258,0.5618975758552551,True,-4.879477500915527,-4.898227214813232,0.1,0.7,0.15625,-4.897487376391673,1.3313651084899902,-5.0,-4.228654384613037,-4.874607086181641,-3.8766226768493652,0.0
52,ACH-000019,-7.279038429260254,-12.596895217895508,4.756173610687256,0.5616832971572876,True,-4.89798641204834,-4.901111602783203,0.1,0.9166666666666666,0.1875,-4.897849799030826,1.080212116241455,-5.0,-4.455927848815918,-5.071116924285889,-2.9467709064483643,0.1666666716337204
53,ACH-000044,-16.715383529663086,-22.24982261657715,4.926451683044434,0.6079868674278259,True,-4.910515785217285,-4.910515785217285,0.1,1.0,0.0625,-4.899116397649472,1.8551313877105713,-5.0,-3.5682532787323,-3.9846391677856445,-3.135624647140503,0.0
54,ACH-000097,-2.8015284538269043,-7.940818786621094,4.571027755737305,0.5682624578475952,True,-4.912643909454346,-4.922019004821777,0.1,0.7272727272727273,0.171875,-4.901406658366702,0.7200624346733093,-5.0,-4.49174690246582,-5.209274768829346,-3.7426211833953857,0.27272728085517883
55,ACH-000111,-5.973059177398682,-10.709060668945312,4.130379676818848,0.6056216955184937,True,-4.883612632751465,-4.883612632751465,0.1,1.0,0.1875,-4.8996272558051785,0.9650817513465881,-5.0,-4.379266262054443,-5.524831771850586,-3.3922841548919678,0.0833333358168602
56,ACH-000117,-5.590021133422852,-9.906044006347656,3.727851390838623,0.5881717205047607,True,-4.866264343261719,-4.869389533996582,0.1,0.9166666666666666,0.1875,-4.896603483624319,0.8731380105018616,-5.0,-4.286744117736816,-5.2429399490356445,-3.3429131507873535,0.0833333358168602
57,ACH-000147,-13.261947631835938,-18.216808319091797,4.428830146789551,0.5260303020477295,True,-4.919053077697754,-4.937803268432617,0.1,0.6666666666666666,0.140625,-4.900723462105149,1.490180492401123,-5.0,-4.424378395080566,-5.181596279144287,-3.810662031173706,0.1111111119389534
58,ACH-000148,-10.905467987060547,-15.642014503479004,4.158541679382324,0.5780042409896851,True,-4.961861610412598,-4.964986324310303,0.1,0.8,0.078125,-4.907149748325664,1.3424503803253174,-5.0,-4.511826515197754,-4.587958812713623,-4.453885078430176,0.0
59,ACH-000196,-5.563762187957764,-10.144281387329102,3.9771459102630615,0.6033734083175659,True,-4.801263809204102,-4.804388999938965,0.1,0.9285714285714286,0.21875,-4.896873673486994,1.0079872608184814,-5.0,-4.09149169921875,-4.991672515869141,-3.3969244956970215,0.0
60,ACH-000212,-6.965531349182129,-11.48139476776123,3.9044508934020996,0.6114124655723572,True,-4.884746551513672,-4.884746551513672,0.1,1.0,0.1875,-4.895660961289662,0.9716193675994873,-5.0,-4.385316848754883,-5.147705078125,-3.3898754119873047,0.0833333358168602
61,ACH-000223,-6.65024995803833,-11.113774299621582,3.857609748840332,0.6059147715568542,True,-4.91243839263916,-4.91243839263916,0.1,1.0,0.140625,-4.897338704424612,0.9376261830329895,-5.0,-4.377340793609619,-4.97719669342041,-3.8532676696777344,0.0
62,ACH-000248,-7.3302836418151855,-11.852580070495605,3.9088659286499023,0.613430380821228,True,-4.914107799530029,-4.917232513427734,0.1,0.9,0.15625,-4.899328085324925,1.0098791122436523,-5.0,-4.450290203094482,-4.997113227844238,-3.9828102588653564,0.0
63,ACH-000258,-6.856634140014648,-11.441508293151855,3.976943254470825,0.6079307198524475,True,-4.868771553039551,-4.868771553039551,0.1,1.0,0.140625,-4.896272432096388,1.02863609790802,-5.0,-4.066817283630371,-4.697227478027344,-3.020577907562256,0.0
64,ACH-000276,-6.572029113769531,-10.945555686950684,3.757844924926758,0.615681529045105,True,-4.887846946716309,-4.890972137451172,0.1,0.9230769230769231,0.203125,-4.895742402631866,0.9649397730827332,-5.0,-4.4478631019592285,-5.0550312995910645,-3.7902379035949707,0.07692307978868484
65,ACH-000277,-7.194392681121826,-11.50143814086914,3.713906764984131,0.5931386947631836,True,-4.824732780456543,-4.846607208251953,0.1,0.7777777777777778,0.28125,-4.890828883193874,1.0132544040679932,-5.0,-4.376826286315918,-5.637670993804932,-3.5112836360931396,0.0555555559694767
66,ACH-000288,-16.832256317138672,-21.432558059692383,4.020301342010498,0.5799998641014099,True,-4.926153182983398,-4.926153182983398,0.1,1.0,0.125,-4.894361313172826,1.6644787788391113,-5.0,-4.4092254638671875,-4.982795715332031,-3.379532814025879,0.0
67,ACH-000330,-2.958939552307129,-7.248256683349609,3.6593949794769287,0.6299222707748413,True,-4.907253265380859,-4.910378456115723,0.1,0.9166666666666666,0.1875,-4.895963027467116,0.6206468939781189,-5.0,-4.505352020263672,-5.1236724853515625,-3.5893197059631348,0.1666666716337204
68,ACH-000349,-7.954738140106201,-11.90785026550293,3.36100697517395,0.5921051502227783,True,-4.965978622436523,-4.97222900390625,0.1,0.75,0.125,-4.903589625111029,0.961530327796936,-5.0,-4.727829933166504,-5.2180562019348145,-4.143798351287842,0.375
69,ACH-000352,-6.52956485748291,-10.588837623596191,3.451019525527954,0.6082531213760376,True,-4.771056175231934,-4.774181365966797,0.1,0.9285714285714286,0.21875,-4.890648799196606,1.0316494703292847,-5.0,-3.9534003734588623,-4.399343967437744,-3.3424715995788574,0.0
70,ACH-000374,-6.532187461853027,-10.635407447814941,3.481301784515381,0.6219180822372437,True,-4.871855735778809,-4.878106117248535,0.1,0.8666666666666667,0.234375,-4.889394531001799,0.8798434734344482,-5.0,-4.453251361846924,-5.215251445770264,-3.9073922634124756,0.13333334028720856
71,ACH-000536,-10.723705291748047,-14.861738204956055,3.556027412414551,0.5820052623748779,True,-4.926538944244385,-4.92966365814209,0.1,0.9090909090909091,0.171875,-4.8934214437158285,1.1424095630645752,-5.0,-4.572588920593262,-5.152092933654785,-3.8017845153808594,0.1818181872367859
72,ACH-000554,-5.948887348175049,-10.026968002319336,3.428083896636963,0.6499967575073242,True,-4.799737453460693,-4.821612358093262,0.1,0.8181818181818182,0.34375,-4.886240535153572,0.8715595006942749,-5.0,-4.417418956756592,-5.056384086608887,-3.5069851875305176,0.1818181872367859
73,ACH-000568,-8.071715354919434,-12.332097053527832,3.64139723777771,0.6189843416213989,True,-4.767790794372559,-4.770915985107422,0.1,0.9333333333333333,0.234375,-4.874708080148957,0.9828177690505981,-5.0,-4.009241104125977,-4.411128044128418,-3.5077052116394043,0.0
74,ACH-000573,-7.01884651184082,-10.762785911560059,3.1178786754608154,0.626060962677002,True,-4.832243919372559,-4.8509931564331055,0.1,0.8125,0.25,-4.872336587777371,0.7938825488090515,-5.0,-4.328973770141602,-4.843447685241699,-3.4401845932006836,0.0
75,ACH-000621,-6.412782669067383,-10.304773330688477,3.294485092163086,0.5975057482719421,True,-4.85093879699707,-4.860313415527344,0.1,0.8888888888888888,0.28125,-4.871134270552369,0.7349870204925537,-5.0,-4.470003604888916,-5.0176849365234375,-3.803312301635742,0.0555555559694767
76,ACH-000624,-2.3904266357421875,-6.199619293212891,3.2173385620117188,0.5918539762496948,True,-4.730745792388916,-4.730745792388916,0.1,1.0,0.34375,-4.857095422736023,0.5424604415893555,-5.0,-4.2167158126831055,-5.0644941329956055,-2.353055953979492,0.04545454680919647
77,ACH-000643,-9.337749481201172,-13.139090538024902,3.1730966567993164,0.6282446980476379,True,-4.879997253417969,-4.883121967315674,0.1,0.9285714285714286,0.21875,-4.859698077193989,0.8118793964385986,-5.0,-4.451415061950684,-5.186069488525391,-3.7981815338134766,0.1428571492433548
78,ACH-000668,-8.567182540893555,-12.377335548400879,3.213056802749634,0.5970960855484009,True,-4.880377292633057,-4.883502006530762,0.1,0.9166666666666666,0.1875,-4.862078470127666,0.7653305530548096,-5.0,-4.3620123863220215,-4.664300441741943,-3.9071431159973145,0.0
79,ACH-000691,-5.212687969207764,-9.085789680480957,3.2410471439361572,0.6320546865463257,True,-4.848020553588867,-4.848020553588867,0.1,1.0,0.234375,-4.860672678473786,0.5950976610183716,-5.0,-4.351554870605469,-4.985241889953613,-3.871692419052124,0.0
80,ACH-000699,-8.043968200683594,-11.848641395568848,3.1843740940093994,0.6202992796897888,True,-4.867247581481934,-4.870372772216797,0.1,0.9166666666666666,0.1875,-4.861642687848087,0.7578408718109131,-5.0,-4.291987419128418,-4.617852687835693,-3.5915908813476562,0.0
81,ACH-000711,-10.780991554260254,-14.542967796325684,3.1397018432617188,0.6222745180130005,True,-4.90146017074585,-4.90146017074585,0.1,1.0,0.21875,-4.865624436137863,0.9215418100357056,-5.0,-4.549531936645508,-5.183089733123779,-3.1258583068847656,0.2142857313156128
82,ACH-000725,-9.292661666870117,-12.936080932617188,3.01877760887146,0.6246417760848999,True,-4.761835098266602,-4.774334907531738,0.1,0.8095238095238095,0.328125,-4.856495483277251,0.923689603805542,-5.0,-4.274163246154785,-5.088705062866211,-3.6293601989746094,0.095238097012043
83,ACH-000755,-9.192378044128418,-12.93970012664795,3.137150287628174,0.6101715564727783,True,-4.865321159362793,-4.877821922302246,0.1,0.7857142857142857,0.21875,-4.858628127179751,0.7971357107162476,-5.0,-4.384326934814453,-4.865811347961426,-3.8392446041107178,0.0
84,ACH-000759,-8.52109146118164,-12.425785064697266,3.269162178039551,0.635532021522522,True,-4.814817428588867,-4.814817428588867,0.1,1.0,0.28125,-4.854247057320663,0.7989828586578369,-5.0,-4.341574192047119,-4.823952674865723,-3.8464853763580322,0.0
85,ACH-000768,-5.927004814147949,-9.747058868408203,3.223206043243408,0.5968483090400696,True,-4.819750785827637,-4.829126358032227,0.1,0.85,0.3125,-4.851734987391819,0.6097525358200073,-5.0,-4.423203945159912,-5.209752559661865,-3.5559544563293457,0.20000000298023224
86,ACH-000783,-2.064399480819702,-5.790361404418945,3.091855525970459,0.6341063976287842,True,-4.891529083251953,-4.891529083251953,0.1,1.0,0.265625,-4.855714396977833,0.3472326099872589,-5.0,-4.59163761138916,-5.968979835510254,-3.570584774017334,0.1764705926179886
87,ACH-000818,-14.44373607635498,-18.22426986694336,3.1426191329956055,0.6379144787788391,True,-4.765382289886475,-4.76850700378418,0.1,0.875,0.125,-4.846993657658468,1.1167922019958496,-5.0,-3.123058319091797,-3.641572952270508,-2.929140329360962,0.0
88,ACH-000828,-5.278631210327148,-9.09079360961914,3.189612627029419,0.6225497722625732,True,-4.6279072761535645,-4.634157180786133,0.1,0.8571428571428571,0.21875,-4.825710009971234,0.6038321256637573,-5.0,-3.2990050315856934,-3.6424481868743896,-2.9982941150665283,0.0
89,ACH-000849,-13.775196075439453,-17.557952880859375,3.19305157661438,0.5897058248519897,True,-4.794368743896484,-4.809993267059326,0.1,0.7647058823529411,0.265625,-4.8241383356800425,0.8827128410339355,-5.0,-4.225857734680176,-5.25098991394043,-3.729081869125366,0.05882352963089943
90,ACH-000856,-8.406679153442383,-11.970948219299316,2.9614524841308594,0.6028167605400085,True,-4.728821754455566,-4.728821754455566,0.1,1.0,0.328125,-4.814606677557595,0.6348907947540283,-5.0,-4.1735520362854,-4.854221820831299,-3.5688395500183105,0.0
91,ACH-000857,-5.218756198883057,-8.834883689880371,2.9686739444732666,0.6474534869194031,True,-4.756893157958984,-4.769393444061279,0.1,0.84,0.390625,-4.810085354207963,0.4468165934085846,-5.0,-4.3776469230651855,-5.030210971832275,-3.7877817153930664,0.03999999910593033
92,ACH-000859,-8.132184028625488,-12.047919273376465,3.2723798751831055,0.6433554887771606,True,-4.837990760803223,-4.837990760803223,0.1,1.0,0.296875,-4.8128758948674895,0.5782797336578369,-5.0,-4.454284191131592,-4.990062236785889,-3.915700912475586,0.0
93,ACH-000876,-11.203292846679688,-14.81125259399414,2.992432117462158,0.6155279874801636,True,-4.832034587860107,-4.835159778594971,0.1,0.9333333333333333,0.234375,-4.815104283240237,0.6948941349983215,-5.0,-4.2833476066589355,-4.829081058502197,-3.747523784637451,0.0
94,ACH-000902,-6.463115692138672,-9.999249458312988,2.8964664936065674,0.6396673917770386,True,-4.769291877746582,-4.769291877746582,0.1,1.0,0.34375,-4.810523042690872,0.49606096744537354,-5.0,-4.3288493156433105,-4.914620399475098,-3.4073710441589355,0.0
95,ACH-000910,-14.36070728302002,-18.012680053710938,3.0347487926483154,0.6172237396240234,True,-4.756105422973633,-4.756105422973633,0.1,1.0,0.328125,-4.805081280719148,0.8445162177085876,-5.0,-4.256702423095703,-5.2676100730896,-3.0024194717407227,0.095238097012043
96,ACH-000927,-6.443495750427246,-10.276496887207031,3.20692777633667,0.6260733604431152,True,-4.734148979187012,-4.734148979187012,0.1,1.0,0.3125,-4.797988050565935,0.5436993837356567,-5.0,-4.149276256561279,-4.718985557556152,-3.418199300765991,0.0
97,ACH-000930,-8.023037910461426,-11.42697811126709,2.7585437297821045,0.6453967094421387,True,-4.852856159210205,-4.862231254577637,0.1,0.8888888888888888,0.28125,-4.804412370967105,0.5110811591148376,-5.0,-4.476821422576904,-4.989434242248535,-3.724637985229492,0.0
98,ACH-000934,-7.778405666351318,-11.332963943481445,2.9046316146850586,0.6499265432357788,True,-4.858575820922852,-4.861701011657715,0.1,0.9473684210526315,0.296875,-4.810141235036166,0.5049948692321777,-5.0,-4.523624420166016,-5.072286605834961,-3.9720749855041504,0.05263157933950424
99,ACH-001390,-23.727493286132812,-28.115585327148438,3.7201225757598877,0.6679689884185791,True,-4.9410624504089355,-4.944187164306641,0.1,0.875,0.125,-4.823545827963214,1.2590423822402954,-5.0,-4.528497219085693,-5.024109840393066,-3.84452486038208,0.375
100,ACH-001819,-6.8519721031188965,-10.52910041809082,3.0462558269500732,0.6308724880218506,True,-4.755288124084473,-4.764662742614746,0.1,0.8333333333333334,0.28125,-4.817657519428367,0.5666311383247375,-5.0,-4.129912376403809,-4.763694763183594,-3.6292340755462646,0.0
101,ACH-001820,-3.5553808212280273,-7.057348728179932,2.8734374046325684,0.6285305023193359,True,-4.7214579582214355,-4.727707862854004,0.1,0.9310344827586207,0.453125,-4.80866255377093,0.4197877049446106,-5.0,-4.3852858543396,-5.1864824295043945,-3.7022340297698975,0.13793103396892548
