epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,mean_reward_penalized,lambda_div,tanimoto_threshold,batch_uniqueness,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
21,ACH-000554,-104.16004180908203,-110.17874145507812,5.478935718536377,0.5397645235061646,True,-4.9204816818237305,-4.939231872558594,0.1,0.65,0.75,0.1875,-4.393554609071751,1.3931496143341064,-5.0,-4.575902938842773,-5.056385040283203,-3.854495048522949,0.1666666716337204
22,ACH-000568,-122.15316772460938,-128.3946533203125,5.668830394744873,0.5726548433303833,True,-4.895598411560059,-4.898723602294922,0.1,0.65,0.875,0.125,-4.444071508394068,1.7717698812484741,-5.0,-4.164788722991943,-4.548243522644043,-3.720018148422241,0.0
23,ACH-000573,-85.99543762207031,-91.88655090332031,5.335251808166504,0.5558640360832214,True,-4.959306240081787,-4.959306240081787,0.1,0.65,1.0,0.0625,-4.49559498156284,1.3953399658203125,-5.0,-4.348902225494385,-4.559520721435547,-3.988785982131958,0.0
24,ACH-000621,-73.93125915527344,-79.7820816040039,5.279710292816162,0.5711086988449097,True,-4.940887451171875,-4.940887451171875,0.1,0.65,1.0,0.109375,-4.5401242285237435,1.3493242263793945,-5.0,-4.459543228149414,-4.795921802520752,-3.9938273429870605,0.0
25,ACH-000624,-73.72262573242188,-79.63188934326172,5.35214900970459,0.5571112632751465,True,-4.7703094482421875,-4.773434162139893,0.1,0.65,0.9285714285714286,0.21875,-4.563455221885358,1.4872307777404785,-5.0,-3.949985980987549,-4.526785373687744,-2.156905174255371,0.0
26,ACH-000643,-63.04853820800781,-68.79981231689453,5.19145393371582,0.5598182082176208,True,-4.966345310211182,-4.966345310211182,0.1,0.65,1.0,0.109375,-4.603744230717941,1.3197956085205078,-5.0,-4.6923017501831055,-5.186069488525391,-4.283019542694092,0.2857142984867096
27,ACH-000668,-58.042659759521484,-64.02068328857422,5.4098687171936035,0.5681560039520264,True,-4.9696149826049805,-4.9696149826049805,0.1,0.65,1.0,0.046875,-4.640331305906644,1.3651765584945679,-5.0,-4.351780891418457,-4.882248878479004,-3.3758859634399414,0.0
28,ACH-000691,-45.73771286010742,-51.59671401977539,5.270686626434326,0.5883146524429321,True,-4.933657646179199,-4.933657646179199,0.1,0.65,1.0,0.125,-4.6696639399338995,1.227918267250061,-5.0,-4.469263076782227,-5.088751316070557,-3.915445327758789,0.125
29,ACH-000699,-43.409969329833984,-49.165401458740234,5.183005332946777,0.5724252462387085,True,-4.933403968811035,-4.933403968811035,0.1,0.65,1.0,0.109375,-4.696037942821613,1.263474941253662,-5.0,-4.391120433807373,-4.999813079833984,-3.8675639629364014,0.0
30,ACH-000711,-47.74632263183594,-53.20650863647461,4.8861846923828125,0.5740011930465698,True,-4.925014972686768,-4.9375152587890625,0.1,0.65,0.6666666666666666,0.140625,-4.720185674418358,1.4823453426361084,-5.0,-4.46677303314209,-4.957953453063965,-3.3715360164642334,0.0
31,ACH-000725,-42.33262252807617,-47.95476531982422,5.0637664794921875,0.5583763718605042,True,-4.9539971351623535,-4.9539971351623535,0.1,0.65,1.0,0.03125,-4.743566820492758,1.4502716064453125,-5.0,-3.5279064178466797,-4.242156505584717,-2.8136560916900635,0.0
32,ACH-000755,-44.35276794433594,-50.33307647705078,5.403101444244385,0.5772072076797485,True,-4.952444553375244,-4.952444553375244,0.1,0.65,1.0,0.109375,-4.764454593781006,1.658011555671692,-5.0,-4.5652079582214355,-5.045345306396484,-4.013584136962891,0.1428571492433548
33,ACH-000759,-28.16118621826172,-33.96522903442383,5.234070777893066,0.5699729919433594,True,-4.856459617614746,-4.8658342361450195,0.1,0.65,0.8666666666666667,0.234375,-4.774592558017408,1.232870101928711,-5.0,-4.387559413909912,-4.729991912841797,-3.71726393699646,0.0
34,ACH-000768,-34.402099609375,-39.998497009277344,5.036757946014404,0.5596396923065186,True,-4.936359405517578,-4.939484119415283,0.1,0.65,0.8571428571428571,0.109375,-4.791081714157196,1.5058962106704712,-5.0,-4.418142318725586,-4.986020088195801,-3.7879843711853027,0.0
35,ACH-000783,-29.823654174804688,-35.350135803222656,4.947527885437012,0.5789531469345093,True,-4.989136695861816,-4.989136695861816,0.1,0.65,1.0,0.046875,-4.810887212327659,1.4082398414611816,-5.0,-4.768252372741699,-5.215607166290283,-4.460711479187012,0.3333333432674408
36,ACH-000818,-25.15138816833496,-30.93921661376953,5.178945064544678,0.6088830232620239,True,-4.670201301574707,-4.7045769691467285,0.1,0.65,0.5833333333333334,0.1875,-4.800256188009566,1.4194605350494385,-5.0,-3.241075277328491,-3.961498260498047,-2.9033870697021484,0.0
37,ACH-000828,-33.12278747558594,-38.67236328125,4.959759712219238,0.5898141264915466,True,-4.943473815917969,-4.943473815917969,0.1,0.65,1.0,0.03125,-4.814577950800406,1.6481053829193115,-5.0,-3.191159248352051,-3.3839333057403564,-2.998385429382324,0.0
38,ACH-000849,-19.431800842285156,-24.98065948486328,5.024090766906738,0.5247681140899658,True,-4.884537696838379,-4.893912315368652,0.1,0.65,0.75,0.125,-4.822511387257231,1.1479967832565308,-5.0,-4.076301574707031,-4.781557083129883,-3.680176019668579,0.0
39,ACH-000856,-23.768007278442383,-29.201614379882812,4.848254680633545,0.585351824760437,True,-4.937220096588135,-4.937220096588135,0.1,0.65,1.0,0.0625,-4.833982258190321,1.3930811882019043,-5.0,-3.9955220222473145,-4.244464874267578,-3.579399585723877,0.0
40,ACH-000857,-18.647781372070312,-23.889245986938477,4.665419101715088,0.5760450959205627,True,-4.893403053283691,-4.899653434753418,0.1,0.65,0.7777777777777778,0.140625,-4.840549375846631,1.2237459421157837,-5.0,-4.241980075836182,-4.680481433868408,-3.623155117034912,0.0
41,ACH-000859,-18.551715850830078,-24.012447357177734,4.8780903816223145,0.5826408863067627,True,-4.912196159362793,-4.912196159362793,0.1,0.65,1.0,0.109375,-4.8477140541982475,1.3153902292251587,-5.0,-4.197223663330078,-4.601551532745361,-3.254777431488037,0.0
42,ACH-000876,-16.588977813720703,-21.669649124145508,4.509742259979248,0.5709301829338074,True,-4.9551682472229,-4.9551682472229,0.1,0.65,1.0,0.09375,-4.858459473500713,1.2266201972961426,-5.0,-4.521795749664307,-4.903555870056152,-4.314259052276611,0.0
43,ACH-000902,-13.8985595703125,-19.301788330078125,4.795093059539795,0.6081355214118958,True,-4.887211799621582,-4.887211799621582,0.1,0.65,1.0,0.15625,-4.8613347061128,1.1918246746063232,-5.0,-4.27815580368042,-4.877782821655273,-3.8245320320129395,0.0
44,ACH-000910,-10.151028633117676,-15.242884635925293,4.492669105529785,0.5991869568824768,True,-4.865630149841309,-4.865630149841309,0.1,0.65,1.0,0.171875,-4.861764250485651,0.9643822908401489,-5.0,-4.2182111740112305,-4.629967212677002,-3.548434257507324,0.0
45,ACH-000927,-8.866920471191406,-14.039624214172363,4.56355094909668,0.6091526746749878,True,-4.880251884460449,-4.8833770751953125,0.1,0.65,0.9166666666666666,0.1875,-4.863925532956618,0.8805660009384155,-5.0,-4.361345291137695,-4.860347270965576,-3.430575132369995,0.0
46,ACH-000930,-9.610262870788574,-14.68819808959961,4.487529754638672,0.590405285358429,True,-4.926322937011719,-4.926322937011719,0.1,0.65,1.0,0.171875,-4.870165273362128,0.9287937879562378,-5.0,-4.571333885192871,-5.074636459350586,-4.055473327636719,0.09090909361839294
47,ACH-000934,-10.430024147033691,-15.640811920166016,4.619419574737549,0.5913681387901306,True,-4.87581729888916,-4.878941535949707,0.1,0.65,0.9090909090909091,0.171875,-4.871042899620885,1.058159589767456,-5.0,-4.277480602264404,-5.017978668212891,-3.6961557865142822,0.09090909361839294
48,ACH-001390,-24.895526885986328,-31.536209106445312,5.980419635772705,0.6602615714073181,True,-5.0,-5.0,0.1,0.65,0.0,0.0,-4.883938609658797,2.0413312911987305,-5.0,nan,nan,nan,nan
49,ACH-001819,-8.24662971496582,-13.164859771728516,4.337209224700928,0.5810207724571228,True,-4.8784685134887695,-4.8909687995910645,0.1,0.65,0.7272727272727273,0.171875,-4.884641628652024,0.9793922305107117,-5.0,-4.292909145355225,-4.575802326202393,-3.816093921661377,0.0
50,ACH-001820,-14.165231704711914,-19.038249969482422,4.289185523986816,0.5838327407836914,True,-4.904340744018555,-4.907465934753418,0.1,0.65,0.9090909090909091,0.171875,-4.886924059262163,1.4219770431518555,-5.0,-4.4434380531311035,-5.040591716766357,-3.8037352561950684,0.09090909361839294
51,ACH-000017,-10.75457763671875,-15.770730018615723,4.425331115722656,0.5908216238021851,True,-4.915049076080322,-4.915049076080322,0.1,0.65,1.0,0.109375,-4.8897365609439785,1.2086316347122192,-5.0,-4.223307132720947,-4.833881378173828,-3.856977939605713,0.0
52,ACH-000019,-10.751638412475586,-15.741387367248535,4.431371212005615,0.5583779215812683,True,-4.917248725891113,-4.926623344421387,0.1,0.65,0.7777777777777778,0.140625,-4.8934252392917195,1.2234597206115723,-5.0,-4.411543369293213,-5.071116924285889,-3.855081796646118,0.1111111119389534
53,ACH-000044,-10.121269226074219,-15.580957412719727,4.857790470123291,0.601897120475769,True,-4.764762878417969,-4.767887592315674,0.1,0.65,0.9090909090909091,0.171875,-4.880871474594115,1.3330565690994263,-5.0,-3.6313464641571045,-4.926952838897705,-3.1376757621765137,0.0
54,ACH-000097,-4.8888163566589355,-10.225393295288086,4.723946571350098,0.6126304268836975,True,-4.928192138671875,-4.928192138671875,0.1,0.65,1.0,0.171875,-4.885603541001892,0.7649664282798767,-5.0,-4.582208156585693,-5.209274768829346,-4.073394775390625,0.1818181872367859
55,ACH-000111,-6.900753498077393,-11.731095314025879,4.238045692443848,0.5922961831092834,True,-4.871875286102295,-4.878125190734863,0.1,0.65,0.8333333333333334,0.1875,-4.884855705975189,0.9049570560455322,-5.0,-4.316668510437012,-4.739372253417969,-3.8194704055786133,0.0
56,ACH-000117,-7.363138675689697,-11.576391220092773,3.6191887855529785,0.5940638184547424,True,-4.8802595138549805,-4.883384704589844,0.1,0.65,0.9230769230769231,0.203125,-4.884708605836655,0.8885606527328491,-5.0,-4.4105095863342285,-4.930613040924072,-3.7155637741088867,0.0
57,ACH-000147,-9.569110870361328,-14.091937065124512,3.959493398666382,0.5633325576782227,True,-4.911925315856934,-4.915050506591797,0.1,0.65,0.8888888888888888,0.140625,-4.887742795912169,1.0355565547943115,-5.0,-4.373692035675049,-4.937268257141113,-3.3715829849243164,0.0
58,ACH-000148,-9.8492431640625,-15.035170555114746,4.6212005615234375,0.5647261738777161,True,-4.939329147338867,-4.9424543380737305,0.1,0.65,0.8888888888888888,0.140625,-4.893213950128326,1.146979570388794,-5.0,-4.568563938140869,-5.201488971710205,-4.026870250701904,0.2222222238779068
59,ACH-000196,-5.80742883682251,-10.376993179321289,3.977058172225952,0.5925060510635376,True,-4.752848148345947,-4.759098529815674,0.1,0.65,0.8333333333333334,0.1875,-4.87980240809706,0.8974396586418152,-5.0,-3.681858777999878,-4.991672515869141,-1.885217547416687,0.0
60,ACH-000212,-10.293867111206055,-14.69390869140625,3.7928881645202637,0.6071529984474182,True,-4.905045032501221,-4.923795223236084,0.1,0.65,0.7692307692307693,0.203125,-4.884201689610962,1.0664266347885132,-5.0,-4.532529830932617,-5.0975661277771,-4.142771244049072,0.1538461595773697
61,ACH-000223,-7.4958648681640625,-11.983599662780762,3.8861944675445557,0.6015404462814331,True,-4.891191005706787,-4.900566101074219,0.1,0.65,0.8571428571428571,0.21875,-4.885838130757287,0.9175649881362915,-5.0,-4.502588272094727,-4.938185691833496,-3.945586919784546,0.0
62,ACH-000248,-5.561100482940674,-10.191006660461426,4.008784294128418,0.6211220026016235,True,-4.895843505859375,-4.898968696594238,0.1,0.65,0.9,0.15625,-4.887151187340982,0.7749441862106323,-5.0,-4.33339786529541,-5.0508503913879395,-3.814507484436035,0.10000000149011612
63,ACH-000258,-7.521682262420654,-11.956806182861328,3.8172388076782227,0.6178852319717407,True,-4.857354164123535,-4.86047887802124,0.1,0.65,0.875,0.125,-4.884483956409008,0.9294607639312744,-5.0,-3.8588318824768066,-4.91942024230957,-3.020577907562256,0.0
64,ACH-000276,-7.1044816970825195,-11.461320877075195,3.7391517162323,0.6176875829696655,True,-4.950085639953613,-4.953210830688477,0.1,0.65,0.9090909090909091,0.171875,-4.891356643836955,0.8409707546234131,-5.0,-4.709588527679443,-5.157947540283203,-4.224412441253662,0.1818181872367859
65,ACH-000277,-5.382561206817627,-9.592663764953613,3.599679708480835,0.6104227900505066,True,-4.903468132019043,-4.906593322753906,0.1,0.65,0.8888888888888888,0.140625,-4.89288031172865,0.7807120084762573,-5.0,-4.313553333282471,-4.781344413757324,-3.4257657527923584,0.0
66,ACH-000288,-10.036345481872559,-14.653613090515137,4.02579402923584,0.5914734601974487,True,-4.908759117126465,-4.921258926391602,0.1,0.65,0.7692307692307693,0.203125,-4.895718173194945,1.1531975269317627,-5.0,-4.5508131980896,-5.205519199371338,-4.083950519561768,0.1538461595773697
67,ACH-000330,-5.623654365539551,-10.076723098754883,3.814126968383789,0.6389418244361877,True,-4.8730058670043945,-4.8761305809021,0.1,0.65,0.9090909090909091,0.171875,-4.89375941396566,0.8475403189659119,-5.0,-4.261124134063721,-4.683314323425293,-3.815971851348877,0.0
68,ACH-000349,-3.519141435623169,-7.483573913574219,3.3667478561401367,0.5976846814155579,True,-4.903898239135742,-4.9070234298706055,0.1,0.65,0.9230769230769231,0.203125,-4.895085815556155,0.6322476863861084,-5.0,-4.52688455581665,-5.2180562019348145,-3.9831981658935547,0.23076924681663513
69,ACH-000352,-5.535932540893555,-9.53899097442627,3.4009056091308594,0.6021525859832764,True,-4.750857353210449,-4.760231971740723,0.1,0.65,0.875,0.25,-4.881600431174612,0.8524736166000366,-5.0,-4.003427982330322,-4.529935836791992,-3.6288399696350098,0.0
70,ACH-000374,-9.399886131286621,-13.52451229095459,3.493328809738159,0.6312973499298096,True,-4.928694725036621,-4.931819438934326,0.1,0.65,0.8888888888888888,0.140625,-4.8866223319505835,0.973612904548645,-5.0,-4.4929399490356445,-5.352487087249756,-3.9277896881103516,0.2222222238779068
71,ACH-000536,-7.37458610534668,-11.641939163208008,3.645948886871338,0.6214041709899902,True,-4.910462379455566,-4.91358757019043,0.1,0.65,0.9166666666666666,0.1875,-4.889318855774568,0.885085940361023,-5.0,-4.52246618270874,-5.663150787353516,-3.570725917816162,0.0833333358168602
72,ACH-000554,-4.742127418518066,-8.969930648803711,3.5937893390655518,0.6340138912200928,True,-4.8156585693359375,-4.821908473968506,0.1,0.65,0.8888888888888888,0.28125,-4.882577817593962,0.7434099316596985,-5.0,-4.344563961029053,-5.106182098388672,-2.796706199645996,0.0555555559694767
73,ACH-000568,-5.373692035675049,-9.518386840820312,3.53347110748291,0.6112238764762878,True,-4.748400688171387,-4.754651069641113,0.1,0.65,0.8823529411764706,0.265625,-4.869785142798677,0.7763006091117859,-5.0,-4.052803039550781,-4.519320964813232,-3.4691836833953857,0.0
74,ACH-000573,-4.554715633392334,-8.436305046081543,3.2698311805725098,0.6117582321166992,True,-4.760776996612549,-4.7701520919799805,0.1,0.65,0.8888888888888888,0.28125,-4.859821837716808,0.6094524264335632,-5.0,-4.149428844451904,-4.547114849090576,-3.415773868560791,0.0
75,ACH-000621,-8.943838119506836,-12.852439880371094,3.26934814453125,0.6392542123794556,True,-4.895417213439941,-4.90166711807251,0.1,0.65,0.875,0.25,-4.864006365752378,0.8082238435745239,-5.0,-4.581668376922607,-5.209857940673828,-4.091597080230713,0.25
76,ACH-000624,-2.8775274753570557,-6.71497917175293,3.216409206390381,0.6210424900054932,True,-4.81522274017334,-4.8245978355407715,0.1,0.65,0.875,0.25,-4.860065512731218,0.47090399265289307,-5.0,-4.260891437530518,-5.293588638305664,-3.8098599910736084,0.0625
77,ACH-000643,-5.039839267730713,-8.75838851928711,3.102262258529663,0.6162869930267334,True,-4.834310531616211,-4.840560436248779,0.1,0.65,0.9130434782608695,0.359375,-4.858115005082974,0.5997185111045837,-5.0,-4.5389509201049805,-5.186069488525391,-4.008617401123047,0.1304347813129425
78,ACH-000668,-5.592422008514404,-9.67206859588623,3.4622609615325928,0.6173854470252991,True,-4.859236240386963,-4.862361431121826,0.1,0.65,0.9473684210526315,0.296875,-4.858539647686859,0.5983239412307739,-5.0,-4.525848865509033,-5.140852451324463,-3.9794561862945557,0.10526315867900848
79,ACH-000691,-9.504182815551758,-13.307199478149414,3.215383291244507,0.587632954120636,True,-4.840863227844238,-4.847112655639648,0.1,0.65,0.8461538461538461,0.203125,-4.857396948482138,0.8375600576400757,-5.0,-4.216557502746582,-4.748928546905518,-3.856689929962158,0.0
80,ACH-000699,-4.854140281677246,-8.949599266052246,3.452624797821045,0.6428341865539551,True,-4.852121829986572,-4.861496925354004,0.1,0.65,0.8571428571428571,0.21875,-4.857806946169324,0.5854452252388,-5.0,-4.323987007141113,-4.991279602050781,-3.790212869644165,0.0
81,ACH-000711,-6.444771766662598,-10.278637886047363,3.207826614379883,0.6260395050048828,True,-4.810687065124512,-4.810687065124512,0.1,0.65,1.0,0.3125,-4.853094958064843,0.6897211670875549,-5.0,-4.394199371337891,-5.183089733123779,-3.80784273147583,0.05000000074505806
82,ACH-000725,-10.210403442382812,-13.961444854736328,3.147007703781128,0.604033350944519,True,-4.819120407104492,-4.822244644165039,0.1,0.65,0.9333333333333333,0.234375,-4.850009926674863,0.8614391684532166,-5.0,-4.228245258331299,-5.088705062866211,-2.813666343688965,0.13333334028720856
83,ACH-000755,-5.890839099884033,-9.564071655273438,3.0371289253234863,0.636103630065918,True,-4.821197986602783,-4.821197986602783,0.1,0.65,1.0,0.265625,-4.847128732667655,0.5943094491958618,-5.0,-4.326862335205078,-4.925708770751953,-3.677488088607788,0.0
84,ACH-000759,-8.428065299987793,-12.528727531433105,3.458967447280884,0.6416947841644287,True,-4.843288898468018,-4.846413612365723,0.1,0.65,0.9333333333333333,0.234375,-4.847057220637462,0.72591632604599,-5.0,-4.331366062164307,-4.823952674865723,-3.7111775875091553,0.0
85,ACH-000768,-7.1662068367004395,-11.232041358947754,3.4780073165893555,0.5878271460533142,True,-4.833261489868164,-4.836386203765869,0.1,0.65,0.9375,0.25,-4.8459901189503025,0.6414698362350464,-5.0,-4.333044528961182,-5.080487251281738,-3.6787848472595215,0.0625
86,ACH-000783,-10.740623474121094,-14.37436580657959,3.010138750076294,0.6236041784286499,True,-4.817105293273926,-4.817105293273926,0.1,0.65,1.0,0.265625,-4.843101636382665,0.8398467302322388,-5.0,-4.311453819274902,-5.070980548858643,-2.5117993354797363,0.05882352963089943
87,ACH-000818,-13.205843925476074,-17.027952194213867,3.2045745849609375,0.6175339221954346,True,-4.6783857345581055,-4.681510925292969,0.1,0.65,0.9166666666666666,0.1875,-4.826942565273695,1.0002567768096924,-5.0,-3.2847251892089844,-3.8399291038513184,-2.792362928390503,0.0
88,ACH-000828,-9.553421974182129,-13.481972694396973,3.300060987472534,0.6284896731376648,True,-4.624055862426758,-4.624055862426758,0.1,0.65,1.0,0.234375,-4.806653894989001,0.7746708393096924,-5.0,-3.395970344543457,-3.876314640045166,-2.9326915740966797,0.0
89,ACH-000849,-7.649698257446289,-11.94621753692627,3.6984732151031494,0.598045825958252,True,-4.817142486572266,-4.823392391204834,0.1,0.65,0.875,0.25,-4.808327744610584,0.5669286251068115,-5.0,-4.2685699462890625,-4.841257095336914,-3.652202606201172,0.0
90,ACH-000856,-8.54920482635498,-12.316276550292969,3.13632869720459,0.6307427883148193,True,-4.782175540924072,-4.788424968719482,0.1,0.65,0.9166666666666666,0.375,-4.806337467021474,0.5849126577377319,-5.0,-4.419134140014648,-5.440619468688965,-3.5688395500183105,0.125
91,ACH-000857,-3.810864210128784,-7.429401874542236,2.9786791801452637,0.6398585438728333,True,-4.7584967613220215,-4.76474666595459,0.1,0.65,0.9090909090909091,0.34375,-4.802178386914786,0.38422679901123047,-5.0,-4.297445297241211,-4.899886608123779,-3.4017624855041504,0.0
92,ACH-000859,-12.537833213806152,-16.57305145263672,3.391568422317505,0.6436495780944824,True,-4.80150032043457,-4.81087589263916,0.1,0.65,0.9,0.3125,-4.803048137487224,0.7441879510879517,-5.0,-4.364802360534668,-5.147833824157715,-3.3898611068725586,0.05000000074505806
93,ACH-000876,-5.77293586730957,-9.450669288635254,3.0356831550598145,0.64205002784729,True,-4.772603988647461,-4.772603988647461,0.1,0.65,1.0,0.296875,-4.800003722603248,0.46741190552711487,-5.0,-4.234035491943359,-4.781836986541748,-3.425820827484131,0.0
94,ACH-000902,-7.048882484436035,-10.845367431640625,3.1682496070861816,0.6282353401184082,True,-4.796561241149902,-4.802811622619629,0.1,0.65,0.9,0.3125,-4.800284512604886,0.5041064620018005,-5.0,-4.348996639251709,-4.853819847106934,-3.700495719909668,0.0
95,ACH-000910,-9.714532852172852,-13.462699890136719,3.1092851161956787,0.6388822793960571,True,-4.791149139404297,-4.797398567199707,0.1,0.65,0.9,0.3125,-4.7999959180643685,0.6140045523643494,-5.0,-4.331676483154297,-5.08302116394043,-3.8629016876220703,0.05000000074505806
96,ACH-000927,-12.133147239685059,-15.983418464660645,3.1907589435577393,0.6595122814178467,True,-4.821718692779541,-4.821718692779541,0.1,0.65,1.0,0.234375,-4.802168195535885,0.6997158527374268,-5.0,-4.239332675933838,-4.681393146514893,-3.773268699645996,0.0
97,ACH-000930,-1.3544533252716064,-4.874328136444092,2.895566701889038,0.6243080496788025,True,-4.740583419799805,-4.740583419799805,0.1,0.65,1.0,0.40625,-4.796009717962278,0.2782195210456848,-5.0,-4.361435890197754,-4.989434719085693,-3.7461228370666504,0.0
98,ACH-000934,-1.4309637546539307,-4.983028888702393,2.893495798110962,0.6585692763328552,True,-4.717550277709961,-4.726925373077393,0.1,0.65,0.8928571428571429,0.4375,-4.789101283473789,0.28412216901779175,-5.0,-4.354400634765625,-5.017978668212891,-3.5963802337646484,0.0714285746216774
