epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
24,ACH-000621,-92.17430114746094,-97.91828918457031,5.185344219207764,0.5586451888084412,True,-4.951010704040527,0.125,-4.5452810710717655,1.6428536176681519,-5.0,-4.608086585998535,-5.209857940673828,-4.122739791870117,0.25
25,ACH-000624,-74.14297485351562,-80.0721206665039,5.381086826324463,0.5480614304542542,True,-4.877788066864014,0.125,-4.57853177065099,1.4839668273925781,-5.0,-4.022304534912109,-4.526785373687744,-3.278561592102051,0.0
26,ACH-000643,-47.525543212890625,-53.103336334228516,5.019927024841309,0.5578678846359253,True,-4.923213005065918,0.125,-4.612999894092483,1.065546989440918,-5.0,-4.385702610015869,-5.040208339691162,-3.3833086490631104,0.25
27,ACH-000668,-70.24349975585938,-76.26591491699219,5.444113254547119,0.5783045291900635,True,-4.968729496002197,0.09375,-4.648572854283454,1.6534652709960938,-5.0,-4.666446208953857,-5.066215515136719,-4.203089714050293,0.1666666716337204
28,ACH-000691,-53.05742645263672,-58.83234405517578,5.210474491119385,0.5644450187683105,True,-4.9261474609375,0.078125,-4.676330314948859,1.4125394821166992,-5.0,-4.054687023162842,-4.153421401977539,-3.817580223083496,0.0
29,ACH-000699,-48.53439712524414,-54.6611213684082,5.532421588897705,0.5943030118942261,True,-4.963696479797363,0.125,-4.705066931433709,1.4021564722061157,-5.0,-4.709568977355957,-5.346988677978516,-3.8509023189544678,0.125
30,ACH-000711,-45.73039245605469,-51.33272933959961,5.005870819091797,0.5964640974998474,True,-4.941473960876465,0.09375,-4.728707634377985,1.451709508895874,-5.0,-4.3757219314575195,-4.957945823669434,-3.6024491786956787,0.0
31,ACH-000725,-41.2591552734375,-46.91356658935547,5.109489917755127,0.5449230670928955,True,-4.944513320922852,0.109375,-4.750288203032471,1.4439213275909424,-5.0,-4.492692947387695,-5.0313720703125,-4.086406707763672,0.1428571492433548
32,ACH-000755,-40.22750473022461,-46.00682830810547,5.211336612701416,0.5679863095283508,True,-4.912293434143066,0.140625,-4.766488726143531,1.5387346744537354,-5.0,-4.3763108253479,-4.925708770751953,-3.4206900596618652,0.0
33,ACH-000759,-41.413631439208984,-47.101829528808594,5.1258134841918945,0.5623857975006104,True,-4.973590850830078,0.0625,-4.787198938612185,1.6567258834838867,-5.0,-4.577455520629883,-4.638025760650635,-4.522066593170166,0.0
34,ACH-000768,-31.493541717529297,-37.361175537109375,5.303447246551514,0.564186155796051,True,-4.938744068145752,0.15625,-4.8023534515655415,1.4569882154464722,-5.0,-4.607961177825928,-5.209752559661865,-3.9630181789398193,0.10000000149011612
35,ACH-000783,-38.31285095214844,-43.77074432373047,4.895603656768799,0.5622881650924683,True,-4.941789627075195,0.078125,-4.816297069116507,1.8466951847076416,-5.0,-4.25491189956665,-4.6284356117248535,-3.702063798904419,0.0
36,ACH-000818,-38.03635025024414,-44.14536666870117,5.520719528198242,0.5882979035377502,True,-4.882930755615234,0.0625,-4.82296043776638,1.989445447921753,-5.0,-3.1268911361694336,-3.242713689804077,-2.9899470806121826,0.0
37,ACH-000828,-31.915271759033203,-37.56654739379883,5.0845232009887695,0.5667518377304077,True,-4.892828464508057,0.0625,-4.829947240440547,1.7735660076141357,-5.0,-3.285254716873169,-3.5176877975463867,-2.9765937328338623,0.0
38,ACH-000849,-21.099760055541992,-26.4202938079834,4.7844438552856445,0.5360904932022095,True,-4.923409461975098,0.109375,-4.839293462594002,1.2812168598175049,-5.0,-4.299742698669434,-4.740655422210693,-3.888751268386841,0.0
39,ACH-000856,-19.248315811157227,-24.61653709411621,4.787362098693848,0.5808587074279785,True,-4.879217147827148,0.140625,-4.843285831117317,1.2746245861053467,-5.0,-4.1411004066467285,-5.143690586090088,-3.4514617919921875,0.1111111119389534
40,ACH-000857,-19.47382164001465,-24.945219039916992,4.8828301429748535,0.588566780090332,True,-4.898083686828613,0.140625,-4.848765616688446,1.3336498737335205,-5.0,-4.275261878967285,-4.763634204864502,-3.819258213043213,0.0
41,ACH-000859,-16.552932739257812,-22.063783645629883,4.933693885803223,0.5771580934524536,True,-4.904107093811035,0.171875,-4.8542997644007055,1.2399041652679443,-5.0,-4.442078590393066,-4.995373725891113,-3.981842517852783,0.0
42,ACH-000876,-24.13201904296875,-29.32933235168457,4.621656894683838,0.575655460357666,True,-4.950839042663574,0.125,-4.863953692226993,1.6738604307174683,-5.0,-4.606715202331543,-4.903553009033203,-3.9418320655822754,0.0
43,ACH-000902,-16.854705810546875,-21.962068557739258,4.528481483459473,0.578880250453949,True,-4.897826194763184,0.140625,-4.867340942480611,1.3599364757537842,-5.0,-4.273428916931152,-4.849865913391113,-3.758920669555664,0.0
44,ACH-000910,-14.209450721740723,-19.330055236816406,4.532067775726318,0.5885366201400757,True,-4.869035243988037,0.203125,-4.8675103726313536,1.2260420322418213,-5.0,-4.355250835418701,-4.89912748336792,-3.8629016876220703,0.0
45,ACH-000927,-21.620285034179688,-27.199005126953125,4.9670562744140625,0.611662745475769,True,-4.893828392028809,0.109375,-4.870142174571098,1.7119829654693604,-5.0,-4.029290676116943,-4.6535491943359375,-2.5491206645965576,0.0
46,ACH-000930,-12.255460739135742,-17.356365203857422,4.498522758483887,0.60238116979599,True,-4.893671035766602,0.1875,-4.872495060690649,1.109694004058838,-5.0,-4.432912826538086,-5.062946796417236,-3.3796792030334473,0.0833333358168602
47,ACH-000934,-12.318133354187012,-17.46903419494629,4.570254325866699,0.5806466341018677,True,-4.916518688201904,0.125,-4.876897423441774,1.1420016288757324,-5.0,-4.332150459289551,-4.910057544708252,-3.8958423137664795,0.0
48,ACH-001390,-27.319700241088867,-33.99374771118164,6.018634796142578,0.655413031578064,True,-5.0,0.0,-4.889207681097597,2.23636531829834,-5.0,nan,nan,nan,nan
49,ACH-001819,-12.094378471374512,-17.150178909301758,4.476406574249268,0.5793941020965576,True,-4.892035484313965,0.125,-4.889490461419234,1.2917616367340088,-5.0,-4.1362810134887695,-4.519611358642578,-3.673029661178589,0.0
50,ACH-001820,-11.559786796569824,-16.45677947998047,4.319416522979736,0.5775759220123291,True,-4.925288677215576,0.125,-4.893070282998869,1.2429829835891724,-5.0,-4.402308464050293,-5.007518291473389,-2.74953031539917,0.125
51,ACH-000017,-12.559026718139648,-17.253808975219727,4.138751983642578,0.556030809879303,True,-4.879477500915527,0.15625,-4.891711004790534,1.342882752418518,-5.0,-4.228654384613037,-4.874607086181641,-3.8766226768493652,0.0
52,ACH-000019,-9.042741775512695,-14.374920845031738,4.775406837463379,0.5567727088928223,True,-4.883578777313232,0.203125,-4.890897782042804,1.1302478313446045,-5.0,-4.426849365234375,-5.071116924285889,-2.9467709064483643,0.1538461595773697
53,ACH-000044,-18.94051170349121,-24.487953186035156,4.946432113647461,0.6010093092918396,True,-4.90910530090332,0.0625,-4.892718533928855,1.869836688041687,-5.0,-3.5456809997558594,-3.9846391677856445,-3.135624647140503,0.0
54,ACH-000097,-3.4841012954711914,-8.623775482177734,4.577375888824463,0.5622984170913696,True,-4.896075248718262,0.203125,-4.893054205407796,0.7209091186523438,-5.0,-4.488369941711426,-5.209274768829346,-3.7426211833953857,0.23076924681663513
55,ACH-000111,-7.886981964111328,-12.637269973754883,4.152283668518066,0.5980044603347778,True,-4.88452672958374,0.1875,-4.89220145782539,1.0037124156951904,-5.0,-4.384142875671387,-5.524831771850586,-3.3922841548919678,0.0833333358168602
56,ACH-000117,-9.610116958618164,-13.942081451416016,3.752161741256714,0.5798032283782959,True,-4.880776882171631,0.171875,-4.8910590002600145,1.0832405090332031,-5.0,-4.306338310241699,-5.2429399490356445,-3.3429131507873535,0.09090909361839294
57,ACH-000147,-16.270294189453125,-21.24502944946289,4.454249382019043,0.5204852819442749,True,-4.919053077697754,0.140625,-4.893858408003788,1.593133568763733,-5.0,-4.424378395080566,-5.181596279144287,-3.810662031173706,0.1111111119389534
58,ACH-000148,-13.69281005859375,-18.45457649230957,4.191647052764893,0.57011878490448,True,-4.961861610412598,0.078125,-4.900658728244668,1.427289605140686,-5.0,-4.511826515197754,-4.587958812713623,-4.453885078430176,0.0
59,ACH-000196,-7.977252006530762,-12.57512378692627,4.003806114196777,0.5940659046173096,True,-4.818706512451172,0.1875,-4.892463506665319,1.0944955348968506,-5.0,-4.033100128173828,-4.991672515869141,-3.3969244956970215,0.0
60,ACH-000212,-8.16606616973877,-12.695003509521484,3.9280476570129395,0.6008896827697754,True,-4.897446155548096,0.171875,-4.892961771553597,0.9839852452278137,-5.0,-4.403325080871582,-5.147705078125,-3.3898754119873047,0.09090909361839294
61,ACH-000223,-9.212068557739258,-13.69344425201416,3.88558030128479,0.5957949161529541,True,-4.9174604415893555,0.125,-4.895411638557173,1.0666613578796387,-5.0,-4.339682579040527,-4.97719669342041,-3.8532676696777344,0.0
62,ACH-000248,-10.12449836730957,-14.659107208251953,3.9321963787078857,0.602412223815918,True,-4.924829483032227,0.125,-4.898353423004678,1.1697930097579956,-5.0,-4.39863395690918,-4.901557922363281,-3.9828102588653564,0.0
63,ACH-000258,-6.506174087524414,-11.106279373168945,4.0027174949646,0.5973880290985107,True,-4.874298095703125,0.125,-4.895947890274523,0.9558820724487305,-5.0,-3.99438214302063,-4.697227478027344,-3.020577907562256,0.0
64,ACH-000276,-10.263140678405762,-14.655811309814453,3.7900993824005127,0.6025710105895996,True,-4.915154933929443,0.15625,-4.8978685946400145,1.1807501316070557,-5.0,-4.456991195678711,-5.0550312995910645,-4.022271633148193,0.10000000149011612
65,ACH-000277,-6.094792366027832,-10.420371055603027,3.7442588806152344,0.5813198089599609,True,-4.81414794921875,0.296875,-4.8894965300978885,0.9404221177101135,-5.0,-4.373972415924072,-5.637670993804932,-3.2938461303710938,0.05263157933950424
66,ACH-000288,-15.626615524291992,-20.256526947021484,4.059767723083496,0.57014399766922,True,-4.916204452514648,0.125,-4.892167322339565,1.5145429372787476,-5.0,-4.329634666442871,-4.982795715332031,-3.379532814025879,0.0
67,ACH-000330,-7.630819320678711,-11.941457748413086,3.694284439086914,0.6163539886474609,True,-4.919154167175293,0.171875,-4.894866006823139,0.9408254623413086,-5.0,-4.52962589263916,-5.1236724853515625,-3.5893197059631348,0.1818181872367859
68,ACH-000349,-9.129270553588867,-13.103347778320312,3.3957817554473877,0.5782954692840576,True,-4.950401306152344,0.15625,-4.9004195367560595,1.0140494108200073,-5.0,-4.682567596435547,-5.2180562019348145,-3.983198404312134,0.4000000059604645
69,ACH-000352,-8.454229354858398,-12.52938461303711,3.481265068054199,0.5938907265663147,True,-4.783236503601074,0.203125,-4.888701233440561,1.1177406311035156,-5.0,-3.9328556060791016,-4.399343967437744,-3.3424715995788574,0.0
70,ACH-000374,-9.406522750854492,-13.526029586791992,3.513587236404419,0.6059197783470154,True,-4.871855735778809,0.234375,-4.887016683674386,1.051928997039795,-5.0,-4.453251361846924,-5.215251445770264,-3.9073922634124756,0.13333334028720856
71,ACH-000536,-10.843522071838379,-14.998400688171387,3.586672306060791,0.5682064294815063,True,-4.910926342010498,0.203125,-4.889407649507997,1.1148715019226074,-5.0,-4.561482906341553,-5.152092933654785,-3.8017847537994385,0.1538461595773697
72,ACH-000554,-5.25568962097168,-9.344099998474121,3.4561543464660645,0.6322559118270874,True,-4.807221412658691,0.328125,-4.881189025823066,0.7587104439735413,-5.0,-4.4124836921691895,-5.056384086608887,-3.5069851875305176,0.190476194024086
73,ACH-000568,-10.499458312988281,-14.775518417358398,3.673365592956543,0.6026949286460876,True,-4.774580001831055,0.234375,-4.870528123423865,1.085355520248413,-5.0,-4.0382080078125,-4.411128044128418,-3.5077052116394043,0.0
74,ACH-000573,-12.071056365966797,-15.828672409057617,3.1493961811065674,0.6082204580307007,True,-4.866921424865723,0.21875,-4.870167453568051,1.0407600402832031,-5.0,-4.391639709472656,-4.843446731567383,-3.979459762573242,0.0
75,ACH-000621,-8.809334754943848,-12.718337059020996,3.32965350151062,0.5793485045433044,True,-4.833556652069092,0.296875,-4.866506373418154,0.8678991794586182,-5.0,-4.4393486976623535,-5.0176849365234375,-3.803312301635742,0.05263157933950424
76,ACH-000624,-4.377081394195557,-8.198200225830078,3.2479445934295654,0.5731743574142456,True,-4.735208511352539,0.328125,-4.853376587211593,0.629869818687439,-5.0,-4.19301700592041,-5.0644941329956055,-2.3530564308166504,0.0476190485060215
77,ACH-000643,-10.91557788848877,-14.734776496887207,3.2095839977264404,0.609614372253418,True,-4.865082740783691,0.25,-4.854547202568803,0.8624269962310791,-5.0,-4.460329532623291,-5.186069965362549,-3.7981815338134766,0.125
78,ACH-000668,-10.359700202941895,-14.186230659484863,3.2474894523620605,0.5790407657623291,True,-4.870781898498535,0.203125,-4.856170672161777,0.8337679505348206,-5.0,-4.363850116729736,-4.79714298248291,-3.9071431159973145,0.0
79,ACH-000691,-10.644582748413086,-14.537983894348145,3.2815911769866943,0.6118097901344299,True,-4.839900016784668,0.234375,-4.854543606624065,0.8624429106712341,-5.0,-4.316905975341797,-4.985241889953613,-3.4024834632873535,0.0
80,ACH-000699,-10.544984817504883,-14.368762969970703,3.2262299060821533,0.5975480079650879,True,-4.869342803955078,0.1875,-4.856023526357166,0.8489683866500854,-5.0,-4.303159713745117,-4.617852687835693,-3.5915908813476562,0.0
81,ACH-000711,-12.01498794555664,-15.792154312133789,3.1758804321289062,0.6012853980064392,True,-4.913385391235352,0.203125,-4.861759712844985,0.9316868782043457,-5.0,-4.573589324951172,-5.183089733123779,-3.1258583068847656,0.23076924681663513
82,ACH-000725,-12.381824493408203,-16.03825569152832,3.054574489593506,0.6018561720848083,True,-4.8165178298950195,0.28125,-4.8572355245499885,1.0264778137207031,-5.0,-4.347618579864502,-5.088705062866211,-3.6293604373931885,0.1666666716337204
83,ACH-000755,-11.186579704284668,-14.95103645324707,3.1756906509399414,0.5887663960456848,True,-4.845020771026611,0.21875,-4.856014049197651,0.8976601958274841,-5.0,-4.2915239334106445,-4.865811347961426,-3.8392446041107178,0.0
84,ACH-000759,-7.234746932983398,-11.153558731079102,3.3062984943389893,0.6125132441520691,True,-4.802700996398926,0.296875,-4.850682743917779,0.6969881057739258,-5.0,-4.335412502288818,-4.823952674865723,-3.8464853763580322,0.0
85,ACH-000768,-7.060398101806641,-10.901849746704102,3.2660932540893555,0.5753583908081055,True,-4.780309677124023,0.34375,-4.843645437238403,0.6482711434364319,-5.0,-4.36090087890625,-5.209751129150391,-3.5559544563293457,0.13636364042758942
86,ACH-000783,-6.647647857666016,-10.381425857543945,3.1239540576934814,0.6098241209983826,True,-4.895360946655273,0.234375,-4.84881698818009,0.5620803833007812,-5.0,-4.553540229797363,-5.968979358673096,-3.570584774017334,0.20000001788139343
87,ACH-000818,-15.425700187683105,-19.2211856842041,3.1820642948150635,0.6134209632873535,True,-4.793676853179932,0.109375,-4.843302974680075,1.0956034660339355,-5.0,-3.1136162281036377,-3.641573190689087,-2.929140090942383,0.0
88,ACH-000828,-9.065919876098633,-12.889991760253906,3.2235960960388184,0.6004762649536133,True,-4.719167709350586,0.171875,-4.830889448147126,0.7532199621200562,-5.0,-3.3660666942596436,-3.7916977405548096,-2.9982941150665283,0.0
89,ACH-000849,-12.275847434997559,-16.074565887451172,3.2313873767852783,0.5673309564590454,True,-4.82997989654541,0.21875,-4.830798492986954,0.8000913858413696,-5.0,-4.222766399383545,-5.2509894371032715,-3.86253023147583,0.0714285746216774
90,ACH-000856,-9.271442413330078,-12.850509643554688,2.9989664554595947,0.5801007151603699,True,-4.718938827514648,0.34375,-4.819612526439723,0.6950442790985107,-5.0,-4.18236780166626,-4.854221820831299,-3.5688395500183105,0.0
91,ACH-000857,-7.916528701782227,-11.543946266174316,3.0042645931243896,0.6231530904769897,True,-4.759560585021973,0.359375,-4.813607332297948,0.5838748216629028,-5.0,-4.330950736999512,-4.849977016448975,-3.7877817153930664,0.0
92,ACH-000859,-5.511604309082031,-9.443140029907227,3.3123676776885986,0.6191682815551758,True,-4.829396724700928,0.28125,-4.815186271538246,0.47414714097976685,-5.0,-4.393409729003906,-4.990062236785889,-3.915700912475586,0.0
93,ACH-000876,-8.934955596923828,-12.555445671081543,3.030242443084717,0.5902471542358398,True,-4.8388237953186035,0.21875,-4.817550023916282,0.593732476234436,-5.0,-4.263195991516113,-4.829081058502197,-3.747523784637451,0.0
94,ACH-000902,-4.336048603057861,-7.880927085876465,2.9313104152679443,0.6135679483413696,True,-4.740999221801758,0.375,-4.80989494370483,0.41838034987449646,-5.0,-4.30933141708374,-4.914620399475098,-3.4073710441589355,0.0
95,ACH-000910,-10.426836013793945,-14.090679168701172,3.0716938972473145,0.5921489000320435,True,-4.779340744018555,0.328125,-4.806839523736203,0.6531225442886353,-5.0,-4.327514171600342,-5.2676100730896,-3.0024194717407227,0.095238097012043
96,ACH-000927,-6.32919979095459,-10.171446800231934,3.242103338241577,0.6001439094543457,True,-4.754208564758301,0.3125,-4.8015764278384125,0.5188506841659546,-5.0,-4.213468074798584,-4.718985557556152,-3.4181995391845703,0.0
97,ACH-000930,-6.434885025024414,-9.845556259155273,2.7937562465667725,0.6169148683547974,True,-4.874460220336914,0.25,-4.808864807088263,0.4339854419231415,-5.0,-4.49783992767334,-4.989434242248535,-3.8435745239257812,0.0
98,ACH-000934,-9.604835510253906,-13.17372989654541,2.9484496116638184,0.6204452514648438,True,-4.8432512283325195,0.28125,-4.812303449212688,0.5996978282928467,-5.0,-4.442670822143555,-4.9433817863464355,-3.9720749855041504,0.0
99,ACH-001390,-21.043025970458984,-25.47793197631836,3.7881343364715576,0.646772027015686,True,-4.9410624504089355,0.125,-4.825179349332314,1.1362690925598145,-5.0,-4.528497219085693,-5.024109840393066,-3.84452486038208,0.375
100,ACH-001819,-8.246713638305664,-11.93514633178711,3.0870845317840576,0.6013482213020325,True,-4.766243934631348,0.265625,-4.819285807862217,0.6186723709106445,-5.0,-4.119977951049805,-4.756590366363525,-3.4063305854797363,0.0
101,ACH-001820,-8.197720527648926,-11.71363639831543,2.9155380725860596,0.6003779172897339,True,-4.722243309020996,0.4375,-4.8095815579780945,0.6295996904373169,-5.0,-4.365126609802246,-5.1864824295043945,-3.7022340297698975,0.1071428656578064
102,ACH-000017,-8.905826568603516,-12.658828735351562,3.1460607051849365,0.6069417595863342,True,-4.838189125061035,0.328125,-4.812442314686388,0.5984840989112854,-5.0,-4.506862640380859,-5.348888397216797,-3.876621723175049,0.190476194024086
103,ACH-000019,-13.042640686035156,-16.601947784423828,2.994032382965088,0.5652750134468079,True,-4.772047996520996,0.3125,-4.808402882869849,0.77991783618927,-5.0,-4.270554542541504,-4.942185878753662,-3.3772659301757812,0.0
104,ACH-000044,-20.779272079467773,-24.775802612304688,3.399813175201416,0.5967170000076294,True,-4.7129364013671875,0.203125,-4.798856234719583,1.1399421691894531,-5.0,-3.5867626667022705,-4.073390007019043,-3.1371564865112305,0.0
105,ACH-000097,-2.9075558185577393,-6.858731746673584,3.363971471786499,0.5872044563293457,True,-4.800124645233154,0.34375,-4.79898307577094,0.3380635976791382,-5.0,-4.418545246124268,-5.209274768829346,-3.8541462421417236,0.09090909361839294
106,ACH-000111,-10.567272186279297,-14.119332313537598,2.9649951457977295,0.5870647430419922,True,-4.841050148010254,0.234375,-4.803189782994872,0.6067599654197693,-5.0,-4.321813106536865,-4.834753513336182,-3.816951036453247,0.0
107,ACH-000117,-8.086118698120117,-11.20820140838623,2.517219066619873,0.6048638820648193,True,-4.71546745300293,0.4375,-4.794417549995678,0.5420407056808472,-5.0,-4.349640846252441,-4.9306135177612305,-3.2492568492889404,0.0
108,ACH-000147,-12.699810981750488,-16.25591468811035,3.010470390319824,0.5456332564353943,True,-4.789534568786621,0.28125,-4.793929251874772,0.7119832634925842,-5.0,-4.251679420471191,-5.181596279144287,-3.3715829849243164,0.1111111119389534
109,ACH-000148,-14.071647644042969,-17.552762985229492,2.9185409545898438,0.5625743865966797,True,-4.809942245483398,0.265625,-4.795530551235635,0.7392641305923462,-5.0,-4.284487724304199,-5.014583110809326,-3.52114200592041,0.05882352963089943
110,ACH-000196,-4.150692939758301,-7.420923233032227,2.670905351638794,0.5993247032165527,True,-4.649500846862793,0.375,-4.780927580798351,0.38056522607803345,-5.0,-4.065336227416992,-4.991672515869141,-2.2845160961151123,0.0
111,ACH-000212,-6.062445640563965,-9.33090877532959,2.6790778636932373,0.5893852710723877,True,-4.835496425628662,0.34375,-4.786384465281382,0.38373714685440063,-5.0,-4.521444797515869,-5.147704601287842,-4.039446830749512,0.04545454680919647
112,ACH-000223,-13.233304023742676,-16.575044631958008,2.740990161895752,0.6007506251335144,True,-4.814318656921387,0.34375,-4.789177884445383,0.691470742225647,-5.0,-4.459836959838867,-5.067060470581055,-3.7224040031433105,0.04545454680919647
113,ACH-000248,-4.389236927032471,-7.629669666290283,2.6453402042388916,0.5950925350189209,True,-4.6994171142578125,0.46875,-4.780201807426626,0.3621929883956909,-5.0,-4.3587565422058105,-5.0888872146606445,-3.8150551319122314,0.03333333507180214
114,ACH-000258,-7.618568420410156,-11.006532669067383,2.776010751724243,0.6119535565376282,True,-4.706707000732422,0.3125,-4.772852326757206,0.4557122588157654,-5.0,-4.061463356018066,-4.988142967224121,-0.8672089576721191,0.0
115,ACH-000276,-4.2044782638549805,-7.364088535308838,2.567659854888916,0.5919501185417175,True,-4.717288017272949,0.5,-4.76729589580878,0.3500850200653076,-5.0,-4.434575080871582,-5.157947540283203,-3.6383156776428223,0.125
116,ACH-000277,-16.248048782348633,-19.45954704284668,2.618293523788452,0.5932046175003052,True,-4.740535736083984,0.328125,-4.7646198798363,0.7299317717552185,-5.0,-4.2092509269714355,-4.781344413757324,-3.4257659912109375,0.0
117,ACH-000288,-9.295839309692383,-12.643166542053223,2.8184025287628174,0.5289243459701538,True,-4.803601264953613,0.328125,-4.768518018348032,0.46550971269607544,-5.0,-4.401451110839844,-4.745999336242676,-3.8400487899780273,0.0
118,ACH-000330,-4.377710342407227,-7.747178554534912,2.7620456218719482,0.6074228286743164,True,-4.714541435241699,0.40625,-4.763120360037399,0.3303462564945221,-5.0,-4.297331809997559,-4.9877729415893555,-2.8741235733032227,0.0
