epoch,ach_id,loss,mean_reward,validity,baseline,entropy
51,ACH-000017,25.338184356689453,-3.0999608039855957,0.072265625,-3.110465988677202,1.9367730617523193
52,ACH-000019,26.885950088500977,-3.0996346473693848,0.0625,-3.1093828545464204,2.0694308280944824
53,ACH-000044,30.095727920532227,-3.0313596725463867,0.05078125,-3.1015805363464173,2.3227996826171875
54,ACH-000097,25.166234970092773,-3.0942163467407227,0.0546875,-3.100844117385848,2.1122257709503174
55,ACH-000111,23.289993286132812,-3.0779764652252197,0.056640625,-3.0985573521697853,1.9667540788650513
56,ACH-000117,24.167612075805664,-3.1120991706848145,0.072265625,-3.099911534021288,2.0933589935302734
57,ACH-000147,23.405498504638672,-3.1183557510375977,0.078125,-3.101755955722919,1.9922826290130615
58,ACH-000148,24.661327362060547,-3.101731061935425,0.060546875,-3.101753466344169,2.079873561859131
59,ACH-000196,24.063961029052734,-3.0579752922058105,0.07421875,-3.097375648930333,2.0063178539276123
60,ACH-000212,24.262008666992188,-3.091543674468994,0.0546875,-3.096792451484199,2.12088942527771
61,ACH-000223,24.036949157714844,-3.1412835121154785,0.083984375,-3.1012415575473273,2.138084650039673
62,ACH-000248,23.163373947143555,-3.0793509483337402,0.05859375,-3.0990524966259687,1.9593727588653564
63,ACH-000258,24.011404037475586,-3.011479377746582,0.04296875,-3.09029518473803,2.039543628692627
64,ACH-000276,22.746421813964844,-3.0751590728759766,0.046875,-3.0887815735518247,2.1483311653137207
65,ACH-000277,23.380672454833984,-3.097932815551758,0.064453125,-3.089696697751818,2.248452663421631
66,ACH-000288,22.30984878540039,-3.1008834838867188,0.0625,-3.090815376365308,2.1195566654205322
67,ACH-000330,23.488601684570312,-3.081730365753174,0.052734375,-3.0899068753040946,2.1967267990112305
68,ACH-000349,23.262880325317383,-3.0899248123168945,0.052734375,-3.0899086690053745,2.2033867835998535
69,ACH-000352,22.986074447631836,-3.0805087089538574,0.068359375,-3.088968673000223,2.176114082336426
70,ACH-000374,21.706157684326172,-3.088106155395508,0.0546875,-3.0888824212397514,2.0806102752685547
71,ACH-000536,22.731935501098633,-3.067028522491455,0.0390625,-3.086697031364922,2.175358295440674
72,ACH-000554,21.73265838623047,-3.0956368446350098,0.056640625,-3.0875910126919304,2.136322498321533
73,ACH-000568,22.990230560302734,-3.068629264831543,0.05859375,-3.085694837905892,2.217752695083618
74,ACH-000573,22.872922897338867,-3.056835889816284,0.041015625,-3.082808943096931,2.2668864727020264
75,ACH-000621,21.573945999145508,-3.07511305809021,0.044921875,-3.0820393545962594,2.2172319889068604
76,ACH-000624,20.691944122314453,-3.0521163940429688,0.046875,-3.0790470585409304,2.1515355110168457
77,ACH-000643,19.706565856933594,-3.1191577911376953,0.0703125,-3.0830581318006067,2.1473546028137207
78,ACH-000668,20.60488510131836,-3.079136848449707,0.052734375,-3.082666003465517,2.129269599914551
79,ACH-000691,20.30898094177246,-3.0800864696502686,0.060546875,-3.082408050083992,2.1068520545959473
80,ACH-000699,21.45757293701172,-3.081937551498413,0.052734375,-3.0823610002254345,2.219933032989502
81,ACH-000711,21.230440139770508,-3.069124221801758,0.044921875,-3.0810373223830667,2.1936984062194824
82,ACH-000725,22.453826904296875,-3.061109781265259,0.033203125,-3.079044568271286,2.3555145263671875
83,ACH-000755,20.5789852142334,-3.0919721126556396,0.0546875,-3.0803373227097213,2.238002300262451
84,ACH-000759,22.18916893005371,-3.0583176612854004,0.037109375,-3.0781353565672895,2.3475823402404785
85,ACH-000768,20.965330123901367,-3.0643835067749023,0.0390625,-3.0767601715880506,2.281771421432495
86,ACH-000783,19.99901008605957,-3.0636749267578125,0.037109375,-3.075451647105027,2.214872360229492
87,ACH-000818,22.98641014099121,-3.0026168823242188,0.017578125,-3.0681681706269464,2.5619261264801025
88,ACH-000828,19.222896575927734,-3.0160303115844727,0.04296875,-3.0629543847226994,2.375082492828369
89,ACH-000849,16.33812141418457,-3.0617082118988037,0.056640625,-3.0628297674403098,2.220524311065674
90,ACH-000856,15.843297004699707,-3.042311906814575,0.046875,-3.0607779813777363,2.154390811920166
91,ACH-000857,15.843001365661621,-3.0428266525268555,0.03125,-3.0589828484926485,2.219971179962158
92,ACH-000859,14.942118644714355,-3.0674896240234375,0.04296875,-3.0598335260457277,2.1785354614257812
93,ACH-000876,15.659379005432129,-3.055718421936035,0.03515625,-3.0594220156347585,2.2271666526794434
94,ACH-000902,15.313838958740234,-3.0453414916992188,0.037109375,-3.058013963241205,2.191101551055908
95,ACH-000910,15.32725715637207,-3.0414984226226807,0.03125,-3.0563624091793526,2.2506232261657715
96,ACH-000927,14.781437873840332,-3.075411319732666,0.048828125,-3.058267300234684,2.2652082443237305
97,ACH-000930,15.72204875946045,-3.058474540710449,0.037109375,-3.0582880242822603,2.3028626441955566
98,ACH-000934,15.485885620117188,-3.078000545501709,0.05078125,-3.060259276404205,2.2807393074035645
99,ACH-001390,15.689133644104004,-3.0548343658447266,0.033203125,-3.0597167853482574,2.222115993499756
100,ACH-001819,16.10975456237793,-3.0316619873046875,0.025390625,-3.0569113055439003,2.286452054977417
101,ACH-001820,14.665818214416504,-3.0758018493652344,0.04296875,-3.0588003599260336,2.2110328674316406
102,ACH-000017,15.995847702026367,-3.037544012069702,0.02734375,-3.0566747251404003,2.3072457313537598
103,ACH-000019,14.73883056640625,-3.047161817550659,0.03125,-3.0557234343814264,2.218120813369751
104,ACH-000044,15.643402099609375,-3.026125907897949,0.041015625,-3.0527636817330785,2.3764097690582275
105,ACH-000097,14.118417739868164,-3.0748190879821777,0.041015625,-3.0549692223579883,2.298379421234131
106,ACH-000111,14.483043670654297,-3.0604257583618164,0.041015625,-3.0555148759583712,2.260277271270752
107,ACH-000117,14.955246925354004,-3.0575828552246094,0.033203125,-3.055721673884995,2.3008475303649902
108,ACH-000147,14.554865837097168,-3.0782759189605713,0.04296875,-3.057977098392553,2.264007568359375
109,ACH-000148,15.726508140563965,-3.0516176223754883,0.03125,-3.0573411507908466,2.3158087730407715
110,ACH-000196,15.603877067565918,-3.0176587104797363,0.02734375,-3.0533729067597353,2.293761968612671
111,ACH-000212,14.231444358825684,-3.037489414215088,0.021484375,-3.051784557505271,2.264768600463867
112,ACH-000223,13.66939926147461,-3.0518009662628174,0.033203125,-3.0517861983810257,2.255418539047241
113,ACH-000248,13.65384578704834,-3.0356316566467285,0.029296875,-3.050170744207596,2.2364108562469482
114,ACH-000258,13.478160858154297,-3.0032095909118652,0.0234375,-3.045474628878023,2.272690534591675
115,ACH-000276,11.90640926361084,-3.0651915073394775,0.041015625,-3.0474463167241685,2.25734806060791
116,ACH-000277,13.495990753173828,-3.0321059226989746,0.0234375,-3.045912277321649,2.419637441635132
117,ACH-000288,12.639089584350586,-3.0476551055908203,0.02734375,-3.046086560148566,2.343535900115967
118,ACH-000330,12.544004440307617,-3.0385613441467285,0.0234375,-3.0453340385483822,2.3330202102661133
119,ACH-000349,12.277863502502441,-3.0445706844329834,0.03125,-3.0452577031368424,2.317932605743408
120,ACH-000352,12.745650291442871,-3.0234718322753906,0.0234375,-3.043079116050697,2.3851852416992188
121,ACH-000374,11.783781051635742,-3.0409257411956787,0.0234375,-3.042863778565195,2.358360528945923
122,ACH-000536,11.408961296081543,-3.041395664215088,0.025390625,-3.0427169671301844,2.2840566635131836
123,ACH-000554,11.836958885192871,-3.038867950439453,0.0234375,-3.0423320654611112,2.36500883102417
124,ACH-000568,11.795618057250977,-3.049781084060669,0.046875,-3.0430769673210674,2.3879542350769043
125,ACH-000573,12.246427536010742,-3.015592098236084,0.01171875,-3.040328480412569,2.406756639480591
126,ACH-000621,10.834417343139648,-3.0557467937469482,0.033203125,-3.041870311746007,2.3080172538757324
127,ACH-000624,11.879585266113281,-3.0126771926879883,0.017578125,-3.0389509998402056,2.39567494392395
128,ACH-000643,10.779128074645996,-3.0407114028930664,0.025390625,-3.039127040145492,2.378037214279175
129,ACH-000668,11.0423583984375,-3.0189177989959717,0.01171875,-3.03710611603054,2.382925033569336
130,ACH-000691,9.831485748291016,-3.0282459259033203,0.0234375,-3.036220097017818,2.258605480194092
131,ACH-000699,9.781160354614258,-3.0301661491394043,0.017578125,-3.035614702229976,2.299002170562744
132,ACH-000711,9.885235786437988,-3.0199480056762695,0.013671875,-3.0340480325746055,2.3564271926879883
133,ACH-000725,9.325172424316406,-3.042250633239746,0.02734375,-3.0348682926411197,2.3368444442749023
134,ACH-000755,9.565346717834473,-3.0377514362335205,0.021484375,-3.03515660700036,2.3519344329833984
135,ACH-000759,10.164112091064453,-3.014871597290039,0.01171875,-3.033128106029328,2.452061653137207
136,ACH-000768,8.981953620910645,-3.021239995956421,0.015625,-3.0319392950220374,2.3090803623199463
137,ACH-000783,8.827733039855957,-3.0360445976257324,0.0234375,-3.0323498252824073,2.366218090057373
138,ACH-000818,9.961475372314453,-3.001380443572998,0.0078125,-3.029252887111466,2.5890913009643555
139,ACH-000828,8.3947114944458,-3.0103602409362793,0.029296875,-3.0273636224939473,2.4252753257751465
140,ACH-000849,7.370143890380859,-3.0281805992126465,0.025390625,-3.027445320165817,2.307633399963379
141,ACH-000856,7.582665920257568,-3.0127177238464355,0.017578125,-3.025972560533879,2.3472020626068115
142,ACH-000857,7.2298583984375,-3.023568868637085,0.017578125,-3.0257321913441997,2.39878511428833
143,ACH-000859,7.0188164710998535,-3.0350351333618164,0.021484375,-3.0266624855459616,2.360793352127075
144,ACH-000876,7.439901351928711,-3.0287327766418457,0.017578125,-3.02686951465555,2.3842697143554688
145,ACH-000902,7.3515214920043945,-3.0334839820861816,0.02734375,-3.0275309613986137,2.357539415359497
146,ACH-000910,7.729705333709717,-3.0210185050964355,0.015625,-3.0268797157683958,2.3962204456329346
147,ACH-000927,7.530439853668213,-3.02972674369812,0.017578125,-3.027164418561368,2.401191234588623
148,ACH-000930,7.465760707855225,-3.0242090225219727,0.017578125,-3.0268688789574285,2.3495659828186035
149,ACH-000934,7.2990570068359375,-3.0297842025756836,0.01953125,-3.027160411319254,2.3142032623291016
150,ACH-001390,7.351190090179443,-3.0552120208740234,0.03125,-3.0299655722747314,2.3723175525665283
151,ACH-001819,8.554516792297363,-3.02817440032959,0.021484375,-3.0297864550802176,2.435910701751709
152,ACH-001820,8.46530532836914,-3.0230958461761475,0.013671875,-3.029117394189811,2.4320499897003174
153,ACH-000017,8.190032958984375,-3.020113945007324,0.015625,-3.028217049271562,2.3881826400756836
154,ACH-000019,8.023452758789062,-3.0274658203125,0.021484375,-3.028141926375656,2.4441168308258057
155,ACH-000044,8.23153018951416,-3.0146892070770264,0.02734375,-3.0267966544457927,2.4780380725860596
156,ACH-000097,7.572846412658691,-3.0288500785827637,0.015625,-3.0270019968594895,2.41302227973938
157,ACH-000111,7.596839904785156,-3.025191068649292,0.01953125,-3.0268209040384697,2.3911423683166504
158,ACH-000117,7.241807460784912,-3.0266852378845215,0.015625,-3.026807337423075,2.306211471557617
159,ACH-000147,7.01157808303833,-3.0419678688049316,0.02734375,-3.028323390561261,2.2894039154052734
160,ACH-000148,7.674163341522217,-3.018751621246338,0.01171875,-3.0273662136297688,2.31703519821167
161,ACH-000196,7.736739158630371,-3.002018451690674,0.00390625,-3.024831437435859,2.3776915073394775
162,ACH-000212,7.19882345199585,-3.0195255279541016,0.01171875,-3.024300846487683,2.4626193046569824
163,ACH-000223,6.904345512390137,-3.0174853801727295,0.01171875,-3.0236192998561875,2.4143967628479004
164,ACH-000248,6.695221424102783,-3.017003059387207,0.015625,-3.0229576758092893,2.4039306640625
165,ACH-000258,6.492034912109375,-3.0065999031066895,0.033203125,-3.0213218985390293,2.3899993896484375
166,ACH-000276,5.7439703941345215,-3.034195899963379,0.01953125,-3.0226092986814646,2.33372163772583
167,ACH-000277,6.440747261047363,-3.021472454071045,0.015625,-3.0224956142204227,2.4527900218963623
168,ACH-000288,6.299328804016113,-3.0281238555908203,0.017578125,-3.023058438357462,2.406222343444824
169,ACH-000330,6.501993179321289,-3.0068318843841553,0.00390625,-3.0214357829601313,2.3753743171691895
170,ACH-000349,5.938060760498047,-3.029561758041382,0.015625,-3.0222483804682563,2.385878324508667
171,ACH-000352,6.610914707183838,-3.0159456729888916,0.015625,-3.02161810972032,2.52372670173645
172,ACH-000374,6.138571739196777,-3.023510456085205,0.01171875,-3.0218073443568083,2.432368516921997
173,ACH-000536,6.198416233062744,-3.012801170349121,0.0078125,-3.02090672695604,2.4351682662963867
174,ACH-000554,6.06125545501709,-3.0209226608276367,0.01171875,-3.0209083203431994,2.4757819175720215
175,ACH-000568,6.007317066192627,-3.0118958950042725,0.01171875,-3.0200070778093067,2.444723129272461
176,ACH-000573,5.6487555503845215,-3.037564277648926,0.029296875,-3.0217627977932686,2.471203088760376
177,ACH-000621,6.332308292388916,-3.0144147872924805,0.009765625,-3.02102799674319,2.4837045669555664
178,ACH-000624,6.037389755249023,-3.0157699584960938,0.015625,-3.0205021929184803,2.4358270168304443
179,ACH-000643,5.919953346252441,-3.0185205936431885,0.009765625,-3.0203040329909507,2.4552667140960693
180,ACH-000668,5.767098903656006,-3.019258499145508,0.01171875,-3.020199479606407,2.425931930541992
181,ACH-000691,5.756003379821777,-3.0129964351654053,0.01171875,-3.0194791751623065,2.4374823570251465
182,ACH-000699,5.5597357749938965,-3.0204901695251465,0.013671875,-3.0195802745985905,2.4427483081817627
183,ACH-000711,5.599182605743408,-3.017711639404297,0.009765625,-3.0193934110791614,2.441756248474121
184,ACH-000725,5.602535247802734,-3.0223464965820312,0.013671875,-3.0196887196294484,2.492432117462158
185,ACH-000755,5.596889972686768,-3.0412275791168213,0.0234375,-3.0218426055781853,2.469933271408081
186,ACH-000759,6.438076972961426,-3.019315719604492,0.01171875,-3.0215899169808162,2.5063090324401855
187,ACH-000768,6.150442123413086,-3.020160675048828,0.01171875,-3.0214469927876175,2.433009624481201
188,ACH-000783,6.023309230804443,-3.0299463272094727,0.01953125,-3.022296926229803,2.4350271224975586
189,ACH-000818,6.877632141113281,-3.003617286682129,0.025390625,-3.0204289622750355,2.5893607139587402
190,ACH-000828,6.213966369628906,-3.006725788116455,0.017578125,-3.0190586448591774,2.5693325996398926
191,ACH-000849,5.488905906677246,-3.0065197944641113,0.005859375,-3.017804759819671,2.429229497909546
192,ACH-000856,5.139050006866455,-3.007690906524658,0.01171875,-3.01679337449017,2.4436190128326416
193,ACH-000857,4.758620738983154,-3.0225141048431396,0.015625,-3.017365447525467,2.447662830352783
194,ACH-000859,5.102674961090088,-3.0162601470947266,0.009765625,-3.017254917482393,2.4915647506713867
195,ACH-000876,4.95513391494751,-3.015294075012207,0.009765625,-3.0170588332353745,2.4441299438476562
196,ACH-000902,4.762860298156738,-3.020181894302368,0.013671875,-3.0173711393420737,2.4207231998443604
197,ACH-000910,5.091022491455078,-3.013948440551758,0.009765625,-3.0170288694630423,2.490262508392334
198,ACH-000927,5.073653697967529,-3.0252153873443604,0.015625,-3.0178475212511744,2.567655086517334
199,ACH-000930,5.011590480804443,-3.017362117767334,0.013671875,-3.0177989809027905,2.411548376083374
200,ACH-000934,4.869470596313477,-3.0293517112731934,0.01953125,-3.018954253939831,2.389918804168701
201,ACH-001390,5.491602420806885,-3.015268325805664,0.0078125,-3.018585661126414,2.467991828918457
202,ACH-001819,5.507144927978516,-3.0129570960998535,0.009765625,-3.018022804623758,2.5240421295166016
203,ACH-001820,5.210780143737793,-3.022568702697754,0.01171875,-3.0184773944311574,2.479379653930664
204,ACH-000017,5.142928123474121,-3.0195090770721436,0.013671875,-3.018580562695256,2.3840551376342773
205,ACH-000019,5.331719875335693,-3.0210366249084473,0.013671875,-3.018826168916575,2.458319664001465
206,ACH-000044,5.654031276702881,-3.0074846744537354,0.013671875,-3.0176920194702914,2.5399012565612793
207,ACH-000097,5.055760860443115,-3.02786922454834,0.015625,-3.0187097399780964,2.4906537532806396
208,ACH-000111,5.272426605224609,-3.0131564140319824,0.009765625,-3.018154407383485,2.412656784057617
209,ACH-000117,5.337361812591553,-3.013547897338867,0.0078125,-3.0176937563790234,2.5069525241851807
210,ACH-000147,5.008952617645264,-3.0228137969970703,0.013671875,-3.018205760440828,2.4534411430358887
211,ACH-000148,5.045000076293945,-3.0231995582580566,0.013671875,-3.0187051402225507,2.3843436241149902
212,ACH-000196,5.40759801864624,-3.009819507598877,0.01171875,-3.0178165769601835,2.4542031288146973
213,ACH-000212,5.007410526275635,-3.0207598209381104,0.015625,-3.0181109013579763,2.4154038429260254
214,ACH-000223,5.388760089874268,-3.005746841430664,0.00390625,-3.016874495365245,2.520151138305664
215,ACH-000248,4.737699031829834,-3.016653060913086,0.01171875,-3.016852351920029,2.3999650478363037
216,ACH-000258,4.754583358764648,-3.008695125579834,0.017578125,-3.0160366292860097,2.4091954231262207
217,ACH-000276,4.737780570983887,-3.0071380138397217,0.00390625,-3.015146767741381,2.5075392723083496
218,ACH-000277,4.416851997375488,-3.0076661109924316,0.0078125,-3.0143987020664857,2.4738199710845947
219,ACH-000288,4.155872344970703,-3.0185883045196533,0.01171875,-3.0148176623118026,2.536080837249756
220,ACH-000330,4.156296253204346,-3.0250606536865234,0.017578125,-3.015841961449275,2.4401001930236816
221,ACH-000349,4.562731742858887,-3.032130718231201,0.017578125,-3.017470837127467,2.5237269401550293
222,ACH-000352,5.237522602081299,-3.0185675621032715,0.017578125,-3.0175805096250476,2.561671495437622
223,ACH-000374,4.674749374389648,-3.0269460678100586,0.013671875,-3.0185170654435485,2.3107995986938477
224,ACH-000536,5.298011779785156,-3.012295722961426,0.009765625,-3.0178949311953365,2.4314210414886475
225,ACH-000554,5.515777111053467,-3.0039925575256348,0.001953125,-3.0165046938283666,2.5882833003997803
226,ACH-000568,4.950896263122559,-3.016077995300293,0.015625,-3.016462023975559,2.55954647064209
227,ACH-000573,4.828680515289307,-3.012153148651123,0.0078125,-3.0160311364431154,2.5111279487609863
228,ACH-000621,4.48830509185791,-3.010890007019043,0.0078125,-3.015517023500708,2.39298677444458
229,ACH-000624,4.375378131866455,-3.014517068862915,0.017578125,-3.0154170280369286,2.4037797451019287
230,ACH-000643,4.334280967712402,-3.0289101600646973,0.01953125,-3.0167663412397054,2.4518141746520996
231,ACH-000668,4.765970706939697,-3.0204973220825195,0.013671875,-3.017139439323987,2.455540418624878
232,ACH-000691,4.769629955291748,-3.010028600692749,0.0078125,-3.0164283554608633,2.37442684173584
233,ACH-000699,4.810773849487305,-3.0299315452575684,0.017578125,-3.017778674440534,2.537813663482666
234,ACH-000711,5.23989725112915,-3.008580207824707,0.0078125,-3.016858827778951,2.5021235942840576
235,ACH-000725,5.017581939697266,-3.003093719482422,0.001953125,-3.0154823169492984,2.4965360164642334
236,ACH-000755,4.448492527008057,-3.0086193084716797,0.005859375,-3.0147960161015366,2.4408648014068604
237,ACH-000759,4.194694519042969,-3.0251922607421875,0.017578125,-3.0158356405656015,2.4636483192443848
238,ACH-000768,4.747491359710693,-3.0028395652770996,0.001953125,-3.014536033036751,2.5216617584228516
239,ACH-000783,4.161160469055176,-3.022672176361084,0.013671875,-3.0153496473691845,2.486295223236084
240,ACH-000818,4.846063613891602,-3.000854969024658,0.005859375,-3.0139001795347315,2.6634321212768555
241,ACH-000828,4.389005184173584,-3.0025084018707275,0.0078125,-3.0127610017683315,2.66349458694458
242,ACH-000849,3.607999563217163,-3.014101028442383,0.013671875,-3.0128950044357365,2.4302749633789062
243,ACH-000856,3.7676963806152344,-3.00537109375,0.005859375,-3.012142613367163,2.4924750328063965
244,ACH-000857,3.659569263458252,-3.008899211883545,0.005859375,-3.0118182732188012,2.554244041442871
245,ACH-000859,3.512145519256592,-3.0096487998962402,0.005859375,-3.011601325886545,2.5410091876983643
246,ACH-000876,3.3511033058166504,-3.0204522609710693,0.01171875,-3.0124864193949974,2.499971628189087
247,ACH-000902,3.5830910205841064,-3.0107076168060303,0.0078125,-3.012308539136101,2.4539804458618164
248,ACH-000910,3.627556562423706,-3.0073599815368652,0.005859375,-3.0118136833761775,2.5037074089050293
249,ACH-000927,3.4334356784820557,-3.013303279876709,0.0078125,-3.0119626430262305,2.48462176322937
250,ACH-000930,3.50445294380188,-3.0141100883483887,0.009765625,-3.0121773875584466,2.526137351989746
251,ACH-000934,3.6286113262176514,-3.006057024002075,0.00390625,-3.011565351202809,2.524041175842285
252,ACH-001390,3.491408109664917,-3.004085063934326,0.001953125,-3.010817322475961,2.5712461471557617
253,ACH-001819,3.296844244003296,-3.0058627128601074,0.00390625,-3.0103218615143756,2.583364486694336
254,ACH-001820,3.0653862953186035,-3.0111284255981445,0.005859375,-3.0104025179227527,2.548173666000366
255,ACH-000017,2.984320878982544,-3.0134458541870117,0.009765625,-3.0107068515491786,2.482098340988159
256,ACH-000019,3.0246682167053223,-3.0163965225219727,0.009765625,-3.011275818646458,2.4655580520629883
257,ACH-000044,3.2928874492645264,-3.0077648162841797,0.015625,-3.01092471841023,2.4822258949279785
258,ACH-000097,3.2363393306732178,-3.0071563720703125,0.00390625,-3.0105478837762387,2.528683662414551
259,ACH-000111,3.045104742050171,-3.0179827213287354,0.013671875,-3.0112913675314883,2.4982924461364746
260,ACH-000117,3.242384433746338,-3.019493341445923,0.01171875,-3.0121115649229315,2.489053726196289
261,ACH-000147,3.4384799003601074,-3.0146408081054688,0.009765625,-3.012364489241185,2.4715466499328613
262,ACH-000148,3.4370744228363037,-3.0122718811035156,0.0078125,-3.012355228427418,2.4559102058410645
263,ACH-000196,3.583662986755371,-3.0126073360443115,0.017578125,-3.0123804391891076,2.48549222946167
264,ACH-000212,3.606424570083618,-3.014164686203003,0.0078125,-3.012558863890497,2.5094661712646484
265,ACH-000223,3.76802134513855,-3.003753185272217,0.001953125,-3.0116782960286694,2.536238431930542
266,ACH-000248,3.418022871017456,-3.015181064605713,0.009765625,-3.012028572886374,2.516298770904541
267,ACH-000258,3.538922071456909,-3.0018575191497803,0.009765625,-3.0110114675127146,2.478950023651123
268,ACH-000276,3.206838607788086,-3.021331310272217,0.01171875,-3.012043451788665,2.510727882385254
269,ACH-000277,3.5854251384735107,-3.018113613128662,0.01171875,-3.0126504679226644,2.576167106628418
270,ACH-000288,3.769965648651123,-3.007390260696411,0.00390625,-3.0121244472000392,2.527761936187744
271,ACH-000330,3.711116313934326,-3.003598213195801,0.001953125,-3.0112718237996154,2.5729517936706543
272,ACH-000349,3.3247315883636475,-3.0135209560394287,0.0078125,-3.011496737023597,2.535687208175659
273,ACH-000352,3.4522383213043213,-3.005429267883301,0.005859375,-3.0108899901095674,2.547088146209717
274,ACH-000374,3.2354073524475098,-3.0096020698547363,0.005859375,-3.0107611980840843,2.5406293869018555
